province,year,project_n,disclosure_completeness_proxy_mean,disclosure_fields_nonmissing_mean,项目概况_nonmissing_rate,项目概况_avg_len,合作范围_nonmissing_rate,合作范围_avg_len,批复意见_nonmissing_rate,批复意见_avg_len,is_exec_mean,is_proc_mean,is_prep_mean,fiscal_pass_mean,vfm_pass_mean,mechanism_proxy_status,source_file
宁夏回族自治区,2015,6,1.0,3.0,1.0,241.66666666666666,1.0,245.16666666666666,1.0,39.0,1.0,0.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
宁夏回族自治区,2016,25,0.96,2.88,1.0,187.6,0.92,118.48,0.96,42.6,0.96,0.04,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
宁夏回族自治区,2017,5,1.0,3.0,1.0,240.2,1.0,223.6,1.0,162.8,0.6,0.4,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
宁夏回族自治区,2018,1,1.0,3.0,1.0,260.0,1.0,148.0,1.0,233.0,1.0,0.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
宁夏回族自治区,2020,3,1.0,3.0,1.0,167.33333333333334,1.0,126.66666666666667,1.0,27.666666666666668,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
宁夏回族自治区,2021,2,1.0,3.0,1.0,462.0,1.0,183.5,1.0,9.0,0.5,0.5,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
宁夏回族自治区,2022,1,1.0,3.0,1.0,124.0,1.0,165.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
安徽省,2012,1,1.0,3.0,1.0,145.0,1.0,69.0,1.0,174.0,1.0,0.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
安徽省,2013,4,0.9166666666666666,2.75,1.0,140.0,0.75,87.0,1.0,118.0,1.0,0.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
安徽省,2014,9,1.0,3.0,1.0,286.44444444444446,1.0,152.33333333333334,1.0,60.333333333333336,1.0,0.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
安徽省,2015,64,0.9947916666666666,2.984375,1.0,282.046875,0.984375,158.546875,1.0,82.53125,1.0,0.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
安徽省,2016,128,1.0,3.0,1.0,292.4375,1.0,191.5859375,1.0,70.3125,1.0,0.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
安徽省,2017,149,0.9977628635346756,2.9932885906040267,1.0,290.0402684563758,1.0,202.90604026845637,0.9932885906040269,56.61073825503356,0.9865771812080537,0.006711409395973154,0.006711409395973154,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
安徽省,2018,59,0.9943502824858756,2.983050847457627,1.0,284.66101694915255,1.0,201.40677966101694,0.9830508474576272,49.94915254237288,0.8813559322033898,0.0847457627118644,0.03389830508474576,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
安徽省,2019,25,1.0,3.0,1.0,279.04,1.0,244.2,1.0,80.52,1.0,0.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
安徽省,2020,12,1.0,3.0,1.0,280.4166666666667,1.0,288.6666666666667,1.0,65.5,0.75,0.25,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
安徽省,2021,14,1.0,3.0,1.0,271.7857142857143,1.0,271.14285714285717,1.0,25.0,0.7142857142857143,0.2857142857142857,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
安徽省,2022,12,1.0,3.0,1.0,235.91666666666666,1.0,252.83333333333334,1.0,32.25,0.0,1.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
山东省,2012,1,1.0,3.0,1.0,165.0,1.0,83.0,1.0,141.0,1.0,0.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
山东省,2014,10,1.0,3.0,1.0,316.6,1.0,227.5,1.0,46.2,0.9,0.1,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
山东省,2015,94,1.0,3.0,1.0,264.6170212765957,1.0,182.2127659574468,1.0,81.29787234042553,0.9680851063829787,0.031914893617021274,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
山东省,2016,123,0.989159891598916,2.967479674796748,1.0,272.2926829268293,0.991869918699187,221.0,0.975609756097561,92.91056910569105,0.983739837398374,0.016260162601626018,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
山东省,2017,241,1.0,3.0,1.0,309.99585062240664,1.0,227.448132780083,1.0,122.0,0.9377593360995851,0.058091286307053944,0.004149377593360996,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
山东省,2018,87,0.996168582375479,2.9885057471264367,1.0,300.67816091954023,1.0,263.37931034482756,0.9885057471264368,99.10344827586206,0.8275862068965517,0.12643678160919541,0.04597701149425287,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
山东省,2019,53,1.0,3.0,1.0,304.2641509433962,1.0,253.62264150943398,1.0,148.0754716981132,0.7547169811320755,0.18867924528301888,0.05660377358490566,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
山东省,2020,32,1.0,3.0,1.0,244.84375,1.0,229.34375,1.0,92.34375,0.875,0.125,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
山东省,2021,44,1.0,3.0,1.0,247.5,1.0,170.9318181818182,1.0,57.34090909090909,0.4772727272727273,0.5227272727272727,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
山东省,2022,35,1.0,3.0,1.0,296.85714285714283,1.0,244.74285714285713,1.0,71.25714285714285,0.02857142857142857,0.9714285714285714,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
山西省,2013,1,1.0,3.0,1.0,409.0,1.0,192.0,1.0,94.0,1.0,0.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
山西省,2014,6,0.9444444444444443,2.8333333333333335,1.0,235.0,0.8333333333333334,137.16666666666666,1.0,44.0,0.8333333333333334,0.16666666666666666,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
山西省,2015,25,0.9866666666666667,2.96,1.0,310.52,0.96,189.6,1.0,87.44,1.0,0.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
山西省,2016,52,0.9551282051282051,2.8653846153846154,1.0,297.75,0.9807692307692307,158.8846153846154,0.8846153846153846,78.5,0.7692307692307693,0.19230769230769232,0.038461538461538464,0.9807692307692307,0.9807692307692307,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
山西省,2017,163,0.9754601226993865,2.9263803680981595,1.0,289.84662576687117,1.0,176.0,0.9263803680981595,57.87116564417178,0.8282208588957055,0.12269938650306748,0.049079754601226995,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
山西省,2018,86,1.0,3.0,1.0,263.77906976744185,1.0,231.27906976744185,1.0,74.75581395348837,0.7674418604651163,0.1511627906976744,0.08139534883720931,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
山西省,2019,41,0.991869918699187,2.975609756097561,1.0,287.4146341463415,1.0,195.70731707317074,0.975609756097561,43.31707317073171,0.7073170731707317,0.24390243902439024,0.04878048780487805,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
山西省,2020,35,1.0,3.0,1.0,225.0,1.0,160.85714285714286,1.0,41.02857142857143,0.6857142857142857,0.3142857142857143,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
山西省,2021,29,1.0,3.0,1.0,258.51724137931035,1.0,177.31034482758622,1.0,27.82758620689655,0.41379310344827586,0.5862068965517241,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
山西省,2022,26,1.0,3.0,1.0,244.3846153846154,1.0,298.2307692307692,1.0,36.15384615384615,0.0,1.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
广东省,2009,2,1.0,3.0,1.0,137.5,1.0,150.0,1.0,57.5,1.0,0.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
广东省,2013,1,1.0,3.0,1.0,170.0,1.0,37.0,1.0,93.0,1.0,0.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
广东省,2014,11,0.9393939393939394,2.8181818181818183,1.0,250.27272727272728,0.9090909090909091,117.27272727272727,0.9090909090909091,66.72727272727273,1.0,0.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
广东省,2015,67,0.9601990049751243,2.8805970149253732,1.0,307.65671641791045,1.0,219.62686567164178,0.8805970149253731,111.91044776119404,0.9552238805970149,0.04477611940298507,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
广东省,2016,118,0.9689265536723164,2.906779661016949,1.0,306.47457627118644,1.0,181.77118644067798,0.9067796610169492,64.83050847457628,0.9152542372881356,0.059322033898305086,0.025423728813559324,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
广东省,2017,185,0.9657657657657657,2.8972972972972975,1.0,317.5405405405405,1.0,207.77297297297298,0.8972972972972973,73.31351351351351,0.9135135135135135,0.05945945945945946,0.02702702702702703,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
广东省,2018,115,0.9333333333333332,2.8,1.0,289.38260869565215,1.0,251.1304347826087,0.8,74.31304347826087,0.9304347826086956,0.034782608695652174,0.034782608695652174,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
广东省,2019,34,1.0,3.0,1.0,260.4117647058824,1.0,193.47058823529412,1.0,45.294117647058826,0.8235294117647058,0.17647058823529413,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
广东省,2020,24,1.0,3.0,1.0,143.45833333333334,1.0,65.16666666666667,1.0,24.708333333333332,0.75,0.25,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
广东省,2021,6,1.0,3.0,1.0,249.5,1.0,135.83333333333334,1.0,18.5,0.8333333333333334,0.16666666666666666,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
广东省,2022,1,1.0,3.0,1.0,293.0,1.0,433.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
广西壮族自治区,2014,1,1.0,3.0,1.0,160.0,1.0,491.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
广西壮族自治区,2015,37,1.0,3.0,1.0,257.5945945945946,1.0,233.8918918918919,1.0,57.75675675675676,0.972972972972973,0.02702702702702703,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
广西壮族自治区,2016,43,1.0,3.0,1.0,291.3720930232558,1.0,185.11627906976744,1.0,86.95348837209302,0.8837209302325582,0.11627906976744186,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
广西壮族自治区,2017,64,0.9635416666666666,2.890625,1.0,292.5625,1.0,204.0,0.890625,52.46875,0.828125,0.109375,0.0625,0.984375,0.984375,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
广西壮族自治区,2018,35,1.0,3.0,1.0,288.2,1.0,193.71428571428572,1.0,84.31428571428572,0.8,0.14285714285714285,0.05714285714285714,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
广西壮族自治区,2019,25,1.0,3.0,1.0,246.16,1.0,221.24,1.0,66.0,0.68,0.24,0.08,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
广西壮族自治区,2020,116,1.0,3.0,1.0,239.36206896551724,1.0,198.35344827586206,1.0,29.224137931034484,0.46551724137931033,0.5344827586206896,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
广西壮族自治区,2021,61,1.0,3.0,1.0,272.2295081967213,1.0,203.0983606557377,1.0,61.83606557377049,0.21311475409836064,0.7868852459016393,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
广西壮族自治区,2022,38,1.0,3.0,1.0,294.2368421052632,1.0,233.21052631578948,1.0,68.15789473684211,0.02631578947368421,0.9736842105263158,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
新疆生产建设兵团,2015,2,0.8333333333333333,2.5,1.0,244.0,1.0,272.0,0.5,56.0,1.0,0.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
新疆生产建设兵团,2016,9,1.0,3.0,1.0,259.1111111111111,1.0,165.0,1.0,79.77777777777777,0.5555555555555556,0.2222222222222222,0.2222222222222222,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
新疆生产建设兵团,2017,6,1.0,3.0,1.0,221.5,1.0,129.83333333333334,1.0,24.0,0.5,0.5,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
新疆生产建设兵团,2020,1,1.0,3.0,1.0,62.0,1.0,66.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
新疆维吾尔自治区,2014,1,1.0,3.0,1.0,243.0,1.0,267.0,1.0,311.0,1.0,0.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
新疆维吾尔自治区,2015,54,1.0,3.0,1.0,253.35185185185185,1.0,200.59259259259258,1.0,79.98148148148148,1.0,0.0,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
新疆维吾尔自治区,2016,107,0.9937694704049844,2.9813084112149535,1.0,284.5233644859813,1.0,199.5607476635514,0.9813084112149533,70.30841121495327,0.9813084112149533,0.018691588785046728,0.0,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
新疆维吾尔自治区,2017,152,1.0,3.0,1.0,250.0,1.0,206.53947368421052,1.0,79.89473684210526,0.9539473684210527,0.039473684210526314,0.006578947368421052,1.0,1.0,candidate_project_level_proxy_not_registry_derived,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\ppp论文数据\02_第9部分_最终可用内容\（补充）项目级建模底表\PPP_project_level_risk_model_data_v3_无泄漏严格版_标签统一_20260413_0912.csv
