ln_invest,year,risk_text_count,项目概况_len,合作范围_len,批复意见_len,所在区域(省),所属行业(一级行业),所属行业(二级行业),运作方式,回报机制,采购方式,y_true,prob_Logistic,pred_Logistic,prob_RandomForest,pred_RandomForest,prob_XGBoost,pred_XGBoost,prob_LightGBM,pred_LightGBM,prob_CatBoost,pred_CatBoost,prob_Blending(RF+XGB+LGBM+CATB),pred_Blending(RF+XGB+LGBM+CATB)
25.12998508422286,2018,1,239,226,17,陕西省,市政工程,污水处理,BOT,可行性缺口补助,公开招标,1,0.6261365017599623,1,0.1644381046481717,0,0.493483,0,0.5499908389914155,1,0.2774048014445946,0,0.37132918800959375,0
24.3087070932595,2018,2,232,56,3,广东省,市政工程,垃圾处理,BOT,使用者付费,公开招标,1,0.6439318267480318,1,0.1625123162125157,0,0.16371931,0,0.06963858257180316,0,0.22764587208778256,0,0.1558790205571615,0
26.25329791722829,2017,6,446,216,290,山东省,交通运输,交通枢纽,BOT,可行性缺口补助,公开招标,0,0.1374022151649275,0,0.13918006982222966,0,0.09764916,0,0.23702212407116868,0,0.06160469869277603,0,0.13386401240836154,0
25.32581258473781,2019,1,167,206,5,江苏省,城镇综合开发,园区开发,其他,可行性缺口补助,公开招标,1,0.7213448771079899,1,0.22002799548949928,0,0.3070933,0,0.4046505729342179,0,0.30311394519142476,0,0.30872145152247216,0
25.41510497464579,2020,2,253,272,25,贵州省,市政工程,其他,BOT,可行性缺口补助,公开招标,1,0.9065334075305512,1,0.3858628840423093,0,0.61871815,1,0.640206476671013,1,0.5812454038884646,1,0.5565082279699047,1
24.019102702987777,2017,3,66,317,73,江苏省,市政工程,污水处理,BOT,可行性缺口补助,公开招标,0,0.3621675639028707,0,0.1415033191459982,0,0.14405121,0,0.08451348837788891,0,0.1018299776820617,0,0.11797449857452226,0
23.90301240052108,2015,3,468,189,40,四川省,市政工程,市政道路,BOT,政府付费,公开招标,1,0.10268575977616921,0,0.07946548845661867,0,0.011303028,0,0.004082623311497422,0,0.023994821153805,0,0.029711490253427345,0
23.048101538973075,2019,0,241,241,12,海南省,市政工程,垃圾处理,BOT,可行性缺口补助,公开招标,0,0.6303534610609738,1,0.19380322064797453,0,0.26356807,0,0.15493230249577436,0,0.22714797632171643,0,0.20986289324414725,0
24.20142425977556,2016,1,172,133,61,陕西省,能源,垃圾发电,BOT,可行性缺口补助,公开招标,0,0.3614637398218196,0,0.14775097889349828,0,0.087006465,0,0.06162329786613403,0,0.09373555908946529,0,0.09752907511241517,0
24.39482108995258,2013,11,204,407,26,四川省,能源,垃圾发电,BOT,可行性缺口补助,公开招标,0,0.06816306544054666,0,0.14502329355673,0,0.067512855,0,0.05956243730174793,0,0.05931465447171668,0,0.08285331006598333,0
23.658867991450443,2017,1,478,65,0,湖北省,市政工程,排水,TOT+BOT,可行性缺口补助,竞争性磋商,0,0.44104698251088736,0,0.19153155642379316,0,0.46167353,0,0.6147874563485574,1,0.4088857932169907,0,0.41921958348633753,0
24.36332000130027,2017,0,152,152,80,新疆维吾尔自治区,教育,学前教育,BOT,政府付费,公开招标,0,0.09349260686941849,0,0.08523428165899978,0,0.031264346,0,0.021024491744499444,0,0.06456784465420295,0,0.05052274103766039,0
24.25219453160666,2015,1,426,293,37,吉林省,市政工程,市政道路,BOT,政府付费,公开招标,0,0.05027968514395464,0,0.07895162087990365,0,0.014443114,0,0.006736580663198684,0,0.021303632128159725,0,0.030358737017793007,0
24.57990825904289,2017,2,343,183,4,湖南省,科技,智慧城市,其他,可行性缺口补助,公开招标,0,0.15120477720697992,0,0.12477927358108432,0,0.053746246,0,0.03876182287137085,0,0.09146288749760279,0,0.0771875574378767,0
24.2786138984644,2015,0,136,297,14,山东省,教育,职业教育,BOT,可行性缺口补助,公开招标,0,0.12022445300528656,0,0.14130083706650898,0,0.047402095,0,0.04771356847313824,0,0.04161326258646661,0,0.06950744079393337,0
25.50994057941624,2019,2,472,203,4,云南省,林业,林业,BOT,可行性缺口补助,公开招标,0,0.6539366802585219,1,0.388859150496039,0,0.406739,0,0.5431045809219646,1,0.3739152256457119,0,0.4281544883923632,0
25.18415067035926,2016,6,436,86,38,山西省,市政工程,市政道路,BOT,政府付费,公开招标,0,0.18524614266424386,0,0.13103362470178295,0,0.06141677,0,0.05113307280053016,0,0.0644888915532383,0,0.07701809007960889,0
25.51767526395681,2017,3,430,150,232,浙江省,市政工程,景观绿化,BOT,政府付费,竞争性磋商,0,0.05584136560873459,0,0.06739288118318279,0,0.014050642,0,0.006383452492774605,0,0.027781645108515055,0,0.028902155203230855,0
23.70449342434825,2015,1,32,222,102,新疆维吾尔自治区,科技,智慧城市,BOT,政府付费,公开招标,0,0.028453232055347444,0,0.07742188815908993,0,0.011036218,0,0.009916394991012668,0,0.038422519228997074,0,0.03419925513077481,0
24.21901553558012,2017,6,208,189,305,山西省,市政工程,污水处理,TOT,可行性缺口补助,邀请招标,1,0.3351879831783719,0,0.17944850489930442,0,0.12654173,0,0.08411848998668724,0,0.14816608405402173,0,0.13456870317044342,0
26.03103836227016,2017,1,277,187,4,江苏省,市政工程,污水处理,BOT,可行性缺口补助,公开招标,0,0.34654249104776014,0,0.14128248595076887,0,0.10399272,0,0.10225118512057609,0,0.07815868426465768,0,0.10642126956613165,0
24.97646286541121,2018,0,221,197,4,湖南省,能源,垃圾发电,BOT,可行性缺口补助,公开招标,0,0.37728663205595475,0,0.1630110186838992,0,0.12797819,0,0.17097170133974363,0,0.17581016982569192,0,0.15944277015725516,0
24.088386890060438,2015,1,265,377,2,广西壮族自治区,社会保障,社会福利机构,BOT,可行性缺口补助,公开招标,0,0.5805270243242205,1,0.2361963667763509,0,0.043962076,0,0.04299414373823555,0,0.10122063792844059,0,0.10609330618734254,0
25.14579841621403,2017,4,349,194,121,安徽省,城镇综合开发,其他,BOT,可行性缺口补助,公开招标,0,0.12698622258353381,0,0.11814135444071748,0,0.019583864,0,0.009413213233846014,0,0.04111056217742944,0,0.04706224849738082,0
24.223113269405108,2017,1,321,119,59,内蒙古自治区,教育,义务教育,BOT,政府付费,公开招标,0,0.2676018894639654,0,0.09307954520187149,0,0.047603253,0,0.03010365305355542,0,0.06488715560018823,0,0.058918401782692795,0
24.54492946710996,2016,0,360,56,111,山东省,市政工程,垃圾处理,BOT,可行性缺口补助,公开招标,0,0.149090949788292,0,0.13441562476400443,0,0.036237363,0,0.018885869715538444,0,0.04006920687931936,0,0.05740201603277214,0
26.08900817981391,2016,1,152,62,118,新疆维吾尔自治区,市政工程,管网,其他,可行性缺口补助,公开招标,0,0.08270529385886236,0,0.11821814098488159,0,0.017114772,0,0.01171600396998759,0,0.035583746134255814,0,0.04565816565478929,0
24.7792819944736,2019,3,151,82,33,贵州省,旅游,生态旅游,TOT,可行性缺口补助,邀请招标,0,0.7955475333034312,1,0.33119240003966105,0,0.54416,1,0.5205553103348002,1,0.530621861659631,1,0.4816323951161433,0
24.714746763727742,2018,2,225,179,38,广东省,市政工程,垃圾处理,其他,可行性缺口补助,公开招标,1,0.46551554179527477,0,0.14872881611259745,0,0.14724012,0,0.09236420108000579,0,0.18543890254588463,0,0.14344300923268904,0
24.926881159858866,2016,0,401,366,28,四川省,其他,其他,TOT+BOT,可行性缺口补助,竞争性磋商,0,0.4076072446132255,0,0.14821506341259671,0,0.06097978,0,0.03361961519338286,0,0.056866777891468955,0,0.07492030907679047,0
22.88440256647128,2017,2,355,185,2,黑龙江省,水利建设,引水,BOT,可行性缺口补助,公开招标,0,0.3342383461578636,0,0.18107629155481406,0,0.097505964,0,0.10611802220756993,0,0.10560583996321289,0,0.12257652951609409,0
24.34819326459448,2017,4,371,358,98,安徽省,养老,医养结合,BOT,可行性缺口补助,公开招标,0,0.3000183285963345,0,0.1458011314330053,0,0.019190626,0,0.01353043965325985,0,0.05067906251143198,0,0.057300314954153025,0
22.35993168210944,2015,2,190,231,184,新疆维吾尔自治区,市政工程,市政道路,BOT,政府付费,公开招标,0,0.02938838007180424,0,0.0715641274836152,0,0.009354017,0,0.006519025850783013,0,0.02797127089031177,0,0.028852110242077587,0
24.90242340318799,2018,6,330,267,7,广东省,生态建设和环境保护,综合治理,BOT,可行性缺口补助,公开招标,0,0.3548438683841961,0,0.14713625540823821,0,0.08629907,0,0.11760308977634705,0,0.12414130816664688,0,0.11879493064425506,0
23.527110948897324,2016,3,78,473,159,安徽省,其他,其他,BOT,政府付费,公开招标,0,0.09077410545067072,0,0.07240774632632362,0,0.0334912,0,0.021513680268495053,0,0.0366449168455604,0,0.04101438628478978,0
