AUC,AP,F1,Precision,Recall,Accuracy,positive_rate_test,test_n,model,train_n
0.8593376125185157,0.6913787753250303,0.5300859598853869,0.7974137931034483,0.3969957081545064,0.8688,0.1864,2500,Blending(RF+XGB+LGBM+CATB),7500
0.8588544106414135,0.6895177689840212,0.5617367706919946,0.7638376383763837,0.44420600858369097,0.8708,0.1864,2500,XGBoost,7500
0.8556545169880275,0.690958036961466,0.5594594594594594,0.7554744525547445,0.44420600858369097,0.8696,0.1864,2500,CatBoost,7500
0.8536974438831707,0.6514970872617549,0.5840407470288624,0.48314606741573035,0.7381974248927039,0.804,0.1864,2500,Logistic,7500
0.8518796342014088,0.6769184935862502,0.5483443708609271,0.7162629757785467,0.44420600858369097,0.8636,0.1864,2500,LightGBM,7500
0.8311125037453422,0.6386258205346298,0.18568665377176016,0.9411764705882353,0.10300429184549356,0.8316,0.1864,2500,RandomForest,7500
