province,year,ppp_doc_n,ppp_inv,ln_ppp_doc_n,ln_ppp_inv,exec_share,proc_share,prep_share,fiscal_pass_rate,vfm_pass_rate,ppp_quality_zindex,ppp_quality_pca,did_intensity,did_any,treat_share,post,city_n,dfi,digital_econ,base_station_density,software_gdp_share,it_service_gdp_share,rd_expenditure,tech_contract_value,patent_grants,ln_rd_expenditure,ln_tech_contract_value,ln_patent_grants,doc_count,total_chars,total_sentences,A1_cnt,A1_idx,A1_share,A2_cnt,A2_idx,A2_share,A3_cnt,A3_idx,A3_share,B1_cnt,B1_idx,B1_share,B2_cnt,B2_idx,B2_share,B3_cnt,B3_idx,B3_share,C1_cnt,C1_idx,C1_share,C2_cnt,C2_idx,C2_share,C3_cnt,C3_idx,C3_share,D1_cnt,D1_idx,D1_share,D2_cnt,D2_idx,D2_share,D3_cnt,D3_idx,D3_share,A_cnt,A_idx,A_share,B_cnt,B_idx,B_share,C_cnt,C_idx,C_share,D_cnt,D_idx,D_share,z_A_idx,z_B_idx,z_C_idx,z_D_idx,ppp_governance_capacity_index,ppp_norm_risk_index,topic_0_share,topic_1_share,topic_2_share,topic_3_share,topic_4_share,topic_5_share,topic_6_share,topic_7_share,topic_8_share,topic_9_share,topic_10_share,topic_11_share,topic_12_share,topic_13_share,topic_14_share,topic_15_share,topic_16_share,topic_17_share,topic_18_share,topic_19_share,topic_20_share,topic_21_share,topic_22_share,topic_23_share
上海,2015,3,1994.5373,1.3862943611198906,7.5986686163712225,1.0,0.0,0.0,1.0,1.0,0.424577472469583,,0.0,0.0,1.0,0.0,1.0,239.53,0.2207063,10.093841,0.134589397554874,0.0802365917101353,4742443.3,6637837.97,60623.0,15.37206323586203,15.708297012154912,11.012446133258385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
上海,2016,1,18.0,0.6931471805599453,2.9444389791664403,1.0,0.0,0.0,1.0,1.0,0.424577472469583,,1.0,1.0,1.0,1.0,1.0,278.11,0.2418914,13.405883,0.13541670732984,0.0865406965912136,4900778.0,7809858.08,64230.0,15.404904730036776,15.87089747811915,11.070241239179373,1.0,4489.0,67.0,3.0,6.683002895967921,0.0,0.0,0.0,0.0,12.0,26.732011583871685,0.0,4.0,8.91067052795723,0.0,4.0,8.91067052795723,0.0,19.0,42.32568500779684,0.0,5.0,11.138338159946535,0.0,22.0,49.00868790376476,1.0,83.0,184.89641345511248,0.0,1.0,2.2276676319893074,0.0,18.0,40.09801737580753,0.0,13.0,28.959679215860994,0.0,15.0,33.415014479839606,0.0,27.0,60.147026063711294,0.0,110.0,245.0434395188238,1.0,32.0,71.28536422365784,0.0,-0.0570189673084284,-0.0959226389512454,0.8090774006595711,0.9735927459868,0.2187119314666324,0.5622491692317085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
上海,2017,1,306.21,0.6931471805599453,5.727531552827043,1.0,0.0,0.0,1.0,1.0,0.424577472469583,,1.0,1.0,1.0,1.0,1.0,282.22,0.2566754,15.298478,0.141725636315619,0.0918865575968915,5399952.8,8106176.51,72806.0,15.501900955942348,15.908136984524257,11.195567383408449,1.0,4029.0,74.0,6.0,14.892032762472075,0.0,1.0,2.482005460412013,0.0,5.0,12.410027302060064,0.0,1.0,2.482005460412013,1.0,2.0,4.964010920824026,0.0,20.0,49.64010920824026,0.0,15.0,37.2300819061802,0.0,4.0,9.928021841648052,0.0,68.0,168.77637130801688,0.0,0.0,0.0,0.0,2.0,4.964010920824026,0.0,16.0,39.71208736659221,0.0,12.0,29.784065524944157,0.0,23.0,57.086125589476296,1.0,87.0,215.93447505584516,0.0,18.0,44.67609828741623,0.0,-0.1206815774905039,-0.1574225890055809,0.462115516070178,0.2182168141129327,0.0613371165246976,0.1743032470591765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
上海,2018,1,58.9036,0.6931471805599453,4.092736603482406,1.0,0.0,0.0,1.0,1.0,0.424577472469583,,1.0,1.0,1.0,1.0,1.0,336.65,0.2696187,15.456194,0.148007320714556,0.110486057625076,5548768.1,12251857.39,92460.0,15.529086677341173,16.321188188755045,11.434542212971508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
上海,2019,1,645.4,0.6931471805599453,6.471418507206885,1.0,0.0,0.0,1.0,1.0,0.424577472469583,,1.0,1.0,1.0,1.0,1.0,377.73,0.2966714,18.295087,0.154943006637082,0.108618929155882,5906504.0,14223539.1,100587.0,15.591564843895368,16.470408903535944,11.518788245238603,1.0,5454.0,94.0,4.0,7.334066740007334,0.0,0.0,0.0,0.0,15.0,27.502750275027505,0.0,3.0,5.5005500550055,0.0,15.0,27.502750275027505,0.0,28.0,51.33846718005134,0.0,9.0,16.501650165016503,0.0,12.0,22.002200220022,1.0,129.0,236.52365236523653,0.0,2.0,3.667033370003667,0.0,0.0,0.0,0.0,11.0,20.16868353502017,0.0,19.0,34.83681701503483,0.0,46.0,84.34176751008434,0.0,150.0,275.02750275027506,1.0,13.0,23.83571690502384,0.0,-0.0320900405516966,0.3902007757283482,1.1664699523480042,-0.3733937378298224,0.5081935625082186,0.39442566341551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
上海,2022,1,670.0621,0.6931471805599453,6.508861681124511,0.0,1.0,0.0,1.0,1.0,-0.7308908421314958,,1.0,1.0,1.0,1.0,1.0,458.97,0.4103197,31.385537,0.200005822703168,0.200005822703168,7659941.0,38707329.0,178323.0,15.85151496988654,17.471539545749774,12.091357399391836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中央,2016,1,18.0,0.6931471805599453,2.9444389791664403,0.0,1.0,0.0,1.0,1.0,-0.7308908421314958,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,21.0,75670.0,1342.0,75.0,9.911457645037665,0.0,15.0,1.9822915290075327,0.0,109.0,14.404651777454738,0.0952380952380952,65.0,8.589929959032641,0.238095238095238,84.0,11.100832562442184,0.0476190476190476,286.0,37.79569181974362,0.0,194.0,25.637637108497422,0.2857142857142857,193.0,25.50548433989692,0.238095238095238,789.0,104.26853442579622,0.0952380952380952,7.0,0.9250693802035151,0.0,56.0,7.400555041628122,0.0,121.0,15.990485000660764,0.0,199.0,26.298400951499936,0.0952380952380952,435.0,57.48645434121845,0.2857142857142857,1176.0,155.41165587419056,0.6190476190476191,184.0,24.316109422492403,0.0,-0.1817968693112449,-0.1493791395551018,-0.2592812011039083,-0.3597564978391537,-0.196819069990085,-0.2561389461660546,0.0,0.2857142857142857,0.0,0.0,0.0,0.0476190476190476,0.0952380952380952,0.0,0.0,0.0476190476190476,0.0,0.0,0.0,0.1904761904761904,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0952380952380952,0.0,0.0476190476190476
中央,2017,3,2208.5,1.3862943611198906,7.700521524570795,0.0,1.0,0.0,1.0,1.0,-0.7308908421314958,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,26.0,87744.0,1263.0,79.0,9.00346462436178,0.0,27.0,3.0771334792122538,0.0,386.0,43.99161196207148,0.0,127.0,14.47392414296134,0.1153846153846153,95.0,10.826951130561634,0.0,336.0,38.29321663019694,0.1153846153846153,169.0,19.26057622173596,0.5384615384615384,515.0,58.69347191830781,0.0769230769230769,995.0,113.39806710430342,0.1538461538461538,12.0,1.3676148796498906,0.0,74.0,8.433625091174326,0.0,108.0,12.308533916849017,0.0,492.0,56.07221006564552,0.0,558.0,63.59409190371992,0.2307692307692307,1679.0,191.3521152443472,0.7692307692307693,194.0,22.10977388767323,0.0,0.3402370195744102,-0.0266638117600348,0.169108119716405,-0.4223892951750075,0.1608937758435935,-0.0933149957395457,0.0769230769230769,0.5384615384615384,0.0384615384615384,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.1153846153846153,0.0,0.0384615384615384,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0
云南,2014,2,3730.1883,1.0986122886681098,8.224482040990791,1.0,0.0,0.0,1.0,1.0,0.424577472469583,,0.0,0.0,0.125,0.0,16.0,293.51,0.047269,1.4585698,0.0036661336804376,0.0027648172902917,516571.5,479233.28,8124.0,13.154970925551783,13.079944859117962,9.002701007197938,1.0,19988.0,369.0,15.0,7.504502701620972,0.0,1.0,0.5003001801080649,0.0,38.0,19.011406844106464,0.0,11.0,5.503301981188714,1.0,11.0,5.503301981188714,0.0,43.0,21.51290774464679,0.0,20.0,10.006003602161297,0.0,36.0,18.010806483890335,0.0,134.0,67.04022413448068,0.0,29.0,14.50870522313388,0.0,21.0,10.50630378226936,0.0,85.0,42.52551530918552,0.0,54.0,27.016209725835505,0.0,65.0,32.519511707024215,1.0,190.0,95.05703422053232,0.0,135.0,67.54052431458875,0.0,-0.1692112943683125,-0.6510177057016084,-0.9786731018108508,0.8672853437905313,-0.5996340339602573,-0.2541351545739759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
云南,2015,38,256119.8466,3.6635616461296463,12.45340466910908,1.0,0.0,0.0,1.0,1.0,0.424577472469583,,0.0,0.0,0.125,0.0,16.0,307.94,0.0549881,1.5834279,0.0032483624185614,0.0023944190431575,619587.7,518364.34,11658.0,13.336811149785916,13.1584355622171,9.36383369293329,4.0,24782.0,450.0,11.0,4.438705512065209,0.0,4.0,1.614074731660076,0.0,51.0,20.579452828665968,0.0,30.0,12.105560487450568,0.75,30.0,12.105560487450568,0.0,140.0,56.49261560810265,0.25,281.0,113.38874989912031,0.0,137.0,55.2820595593576,0.0,303.0,122.26616092325074,0.0,6.0,2.4211120974901137,0.0,37.0,14.930191267855704,0.0,51.0,20.579452828665968,0.0,66.0,26.63223307239125,0.0,200.0,80.7037365830038,1.0,721.0,290.93697038172866,0.0,94.0,37.930756194011785,0.0,-0.1759436820473739,0.3171050569374589,1.3561015305940634,0.0267320477979893,0.4990876351613828,0.5666462117765039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
云南,2016,73,236817.4715,4.30406509320417,12.375049183595054,0.9863013698630136,0.0136986301369863,0.0,1.0,1.0,0.408749139392856,,0.125,1.0,0.125,1.0,16.0,340.8,0.0581377,1.708286,0.0034013099438614,0.0025547015840772,741846.9,582559.01,12032.0,13.516899514613998,13.275187480574877,9.395408154438163,7.0,38575.0,641.0,25.0,6.480881399870382,0.0,6.0,1.5554115359688918,0.0,70.0,18.14646791963707,0.0,49.0,12.702527543745951,0.2857142857142857,43.0,11.147116007777058,0.1428571428571428,112.0,29.03434867141932,0.1428571428571428,64.0,16.591056383668178,0.2857142857142857,84.0,21.77576150356448,0.0,380.0,98.5093972780298,0.1428571428571428,35.0,9.073233959818536,0.0,41.0,10.628645495787428,0.0,119.0,30.848995463383023,0.0,101.0,26.182760855476342,0.0,204.0,52.88399222294232,0.5714285714285714,528.0,136.8762151652625,0.4285714285714285,195.0,50.55087491898898,0.0,-0.1838244247646593,-0.2418523162504975,-0.4802128473754146,0.3849882268703595,-0.3019631961301904,-0.1123589789185175,0.0,0.2857142857142857,0.0,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0
云南,2017,126,331686.3266,4.844187086458591,12.71194801678888,0.9523809523809524,0.0476190476190476,0.0,1.0,1.0,0.3695551717742936,,0.125,1.0,0.125,1.0,16.0,373.66,0.0703905,1.8671964,0.0047428179922986,0.0036229096367075,885587.7,847624.92,14230.0,13.694007900584229,13.65019468537119,9.56317796268366,9.0,18489.0,281.0,3.0,1.6225864027259451,0.0,4.0,2.163448536967927,0.0,20.0,10.817242684839634,0.1111111111111111,12.0,6.4903456109037805,0.6666666666666666,33.0,17.848450429985395,0.0,62.0,33.53345232300287,0.2222222222222222,52.0,28.12483098058305,0.0,31.0,16.766726161501435,0.0,276.0,149.27794905078696,0.0,3.0,1.6225864027259451,0.0,3.0,1.6225864027259451,0.0,36.0,19.47103683271134,0.0,27.0,14.603277624533506,0.1111111111111111,107.0,57.87224836389204,0.8888888888888888,359.0,194.16950619287144,0.0,42.0,22.716209638163235,0.0,-0.3868512742739278,-0.1416277234847649,0.2026897771597093,-0.4051739773512977,-0.1085964068663277,-0.1147039745587844,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0
云南,2018,63,72770.9361,4.158883083359672,11.19508566673133,0.8095238095238095,0.1428571428571428,0.0476190476190476,1.0,1.0,-0.0162693291889604,,0.125,1.0,0.125,1.0,16.0,68.53,0.0563927,0.00569847,0.005095318414059,0.0037357838882575,1070171.5,894879.43,20340.0,13.883330408397626,13.704445390566653,9.920393832602487,6.0,36287.0,384.0,83.0,22.87320528012787,0.0,19.0,5.236034943643729,0.0,273.0,75.23355471656515,0.0,4.0,1.1023231460302587,0.5,24.0,6.613938876181552,0.0,81.0,22.32204370711274,0.3333333333333333,767.0,211.3704632513021,0.0,48.0,13.227877752363105,0.0,245.0,67.51729269435334,0.1666666666666666,1.0,0.2755807865075647,0.0,11.0,3.031388651583212,0.0,74.0,20.392978201559785,0.0,375.0,103.34279494033674,0.0,109.0,30.038305729324552,0.8333333333333334,1060.0,292.1156336980186,0.1666666666666666,86.0,23.699947639650564,0.0,1.1690475744291629,-0.70087036997067,1.3701505101115743,-0.3772479153782336,0.6127759048566891,0.0973440749208902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
云南,2019,52,57951.7726,3.970291913552122,10.967383692317078,0.6730769230769231,0.2884615384615384,0.0384615384615384,1.0,1.0,-0.1314759987048118,,0.125,1.0,0.125,1.0,16.0,115.1,0.0748163,0.0073266,0.0044084181064642,0.0032092147047742,1297740.9,827040.4,22324.0,14.076136312098043,13.625610033212338,10.0134624057447,2.0,7446.0,99.0,2.0,2.686005909213,0.0,0.0,0.0,0.0,5.0,6.715014773032501,0.0,4.0,5.372011818426,0.0,5.0,6.715014773032501,0.0,15.0,20.1450443190975,0.5,7.0,9.401020682245502,0.0,24.0,32.232070910556004,0.0,156.0,209.508460918614,0.5,0.0,0.0,0.0,2.0,2.686005909213,0.0,17.0,22.831050228310502,0.0,7.0,9.401020682245502,0.0,24.0,32.232070910556004,0.5,187.0,251.1415525114155,0.5,19.0,25.5170561375235,0.0,-0.4780641389817472,-0.6567929978991738,0.8817633520626044,-0.3256643794706451,-0.0843645949394388,-0.0335646751024048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
云南,2020,52,98728.6697,3.970291913552122,11.500140785112205,0.7115384615384616,0.25,0.0384615384615384,1.0,1.0,-0.0870349096816934,,0.125,1.0,0.125,1.0,16.0,143.91,0.0883861,0.00895474,0.0043858754827317,0.0038606307015361,1451453.9,499497.6,28943.0,14.188076990658551,13.121360074264016,10.273118207635076,1.0,587.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.07155025553663,0.0,2.0,34.07155025553663,0.0,10.0,170.35775127768312,1.0,1.0,17.035775127768314,0.0,0.0,0.0,0.0,13.0,221.46507666098807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,102.21465076660988,0.0,0.0,0.0,0.0,14.0,238.5008517887564,1.0,14.0,238.5008517887564,0.0,6.0,102.21465076660988,0.0,-0.6428952953659487,3.487582106276164,0.7310935695341909,1.8516041387308488,1.1919267934814686,2.023426604847068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
云南,2021,2,1937.9604,1.0986122886681098,7.569907232135701,0.5,0.5,0.0,1.0,1.0,-0.1531566848309562,,0.125,1.0,0.125,1.0,16.0,186.38,0.0623732,0.01383914,0.0032383190652305,0.0028187484344379,1764956.0,1060953.0,41167.0,14.38363688544653,13.874679061331086,10.625416534521523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
内蒙古,2014,2,6021.07,1.0986122886681098,8.703186333019287,1.0,0.0,0.0,1.0,1.0,0.424577472469583,,0.0,0.0,0.1666666666666666,0.0,12.0,308.73,0.0450938,1.4677728,0.0016578325836696,0.0008441102768175,1080287.4,139393.15,4031.0,13.892738600489396,11.845060810861266,8.302017809751204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
内蒙古,2015,36,23735.3873,3.610917912644224,10.074764478824392,0.9444444444444444,0.0277777777777777,0.0277777777777777,1.0,1.0,0.2316095223132703,,0.0,0.0,0.1666666666666666,0.0,12.0,325.73,0.0487163,1.6592214,0.0016880230558152,0.0009242066431838,1186260.5,153871.52,5522.0,13.986317323274458,11.943879746378808,8.616676469901188,18.0,41135.0,574.0,33.0,8.022365382277865,0.0,6.0,1.4586118876868843,0.0,50.0,12.155099064057373,0.0555555555555555,23.0,5.591345569466391,0.5,68.0,16.530934727118026,0.0555555555555555,119.0,28.929135772456544,0.0555555555555555,78.0,18.9619545399295,0.0,77.0,18.718852558648354,0.1666666666666666,467.0,113.52862525829585,0.1666666666666666,7.0,1.7017138689680322,0.0,19.0,4.618937644341801,0.0,47.0,11.42579312021393,0.0,89.0,21.636076334022125,0.0555555555555555,210.0,51.05141606904096,0.6111111111111112,622.0,151.2094323568737,0.3333333333333333,73.0,17.746444633523762,0.0,-0.26354292477826,-0.2786726385329028,-0.309369255348794,-0.5462541890553231,-0.2838616062199857,-0.3780986943123399,0.0,0.0,0.0,0.0555555555555555,0.0,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0,0.0,0.2777777777777778,0.1666666666666666,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.0555555555555555,0.1111111111111111,0.0
内蒙古,2016,73,55110.8191,4.30406509320417,10.91711947486091,0.958904109589041,0.0,0.0410958904109589,1.0,1.0,0.1865756413315209,,0.1666666666666666,1.0,0.1666666666666666,1.0,12.0,359.7,0.052384,1.818762,0.0015423568934416,0.0006343742587474,1279853.0,120492.04,5846.0,14.06225656689018,11.699347270908612,8.67368398817567,9.0,25908.0,479.0,17.0,6.561679790026247,0.0,1.0,0.385981164119191,0.0,52.0,20.07102053419793,0.0,22.0,8.491585610622202,0.4444444444444444,40.0,15.43924656476764,0.1111111111111111,86.0,33.19438011425042,0.1111111111111111,110.0,42.45792805311101,0.0,100.0,38.5981164119191,0.0,291.0,112.32051875868456,0.3333333333333333,4.0,1.543924656476764,0.0,31.0,11.96541608769492,0.0,50.0,19.29905820595955,0.0,70.0,27.01868148834337,0.0,148.0,57.12521228964027,0.6666666666666666,501.0,193.37656322371467,0.3333333333333333,85.0,32.808398950131235,0.0,-0.1691679561515114,-0.1566372547132356,0.193238359288062,-0.1186799070360281,-0.0441889505255616,-0.0273596008204005,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.2222222222222222
内蒙古,2017,95,81445.481,4.564348191467836,11.307701408676964,0.9263157894736842,0.0736842105263157,0.0,1.0,1.0,0.3394377019200298,,0.1666666666666666,1.0,0.1666666666666666,1.0,12.0,393.67,0.0598102,1.9208679,0.0009772486815219,0.0005672142696945,1082639.6,196086.81,6271.0,13.894913614951076,12.186317848090129,8.743850562030243,4.0,10968.0,178.0,14.0,12.76440554339898,0.0,4.0,3.646973012399709,0.0,11.0,10.029175784099198,0.0,10.0,9.11743253099927,0.0,8.0,7.293946024799417,0.0,39.0,35.55798687089715,0.25,37.0,33.734500364697304,0.0,26.0,23.705324580598106,0.5,162.0,147.70240700218818,0.25,2.0,1.8234865061998544,0.0,3.0,2.735229759299781,0.0,23.0,20.97009482129832,0.0,29.0,26.440554339897883,0.0,57.0,51.96936542669584,0.25,225.0,205.1422319474836,0.75,28.0,25.52881108679796,0.0,-0.179304447670495,-0.2602290987564932,0.3334782705719281,-0.325330683464765,-0.0353517586183533,-0.0840271705497767,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0
内蒙古,2018,29,9883.0462,3.4011973816621555,9.19867724131854,0.7931034482758621,0.1724137931034483,0.0344827586206896,1.0,1.0,0.0256561116409081,,0.1666666666666666,1.0,0.1666666666666666,1.0,12.0,103.53,0.0459799,0.27702703,0.0006749870728696,0.0004077685401654,1033594.4,198398.31,9625.0,13.848553961536174,12.198036996004282,9.172223049863057,1.0,410.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,97.5609756097561,1.0,1.0,24.390243902439025,0.0,4.0,97.5609756097561,0.0,10.0,243.90243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,97.5609756097561,1.0,15.0,365.8536585365853,0.0,0.0,0.0,0.0,-0.6428952953659487,0.6558025634149823,2.2490647736686715,-1.050034984234576,0.7539906805725684,0.6182774509496926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
内蒙古,2019,8,6417.542,2.19722457733622,8.766946268088521,0.625,0.375,0.0,1.0,1.0,-0.0087231455058214,,0.1666666666666666,1.0,0.1666666666666666,1.0,12.0,160.07,0.0591291,0.56756757,0.0003636885454956,0.0002411034287231,1183624.6,224792.6,11059.0,13.984092828202982,12.322937926845512,9.311090275076326,1.0,367.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,217.98365122615803,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,163.48773841961852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,217.98365122615803,1.0,6.0,163.48773841961852,0.0,0.0,0.0,0.0,-0.6428952953659487,3.075348248796709,-0.1630190058744989,-1.050034984234576,0.7564779825187539,0.6207647528958782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
内蒙古,2020,12,8751.899000000001,2.5649493574615367,9.077140238764915,0.9166666666666666,0.0833333333333333,0.0,1.0,1.0,0.3282884462528265,,0.1666666666666666,1.0,0.1666666666666666,1.0,12.0,187.61,0.0687717,0.85810811,0.0008318058597381,0.0005184385552384,1293714.3,359540.31,17958.0,14.07302871438008,12.7925843591383,9.795846661018736,2.0,2547.0,32.0,12.0,47.11425206124852,0.0,0.0,0.0,0.0,1.0,3.926187671770711,0.5,13.0,51.04043973301924,0.0,0.0,0.0,0.0,8.0,31.40950137416569,0.5,0.0,0.0,0.0,2.0,7.852375343541421,0.0,18.0,70.6713780918728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,58.89281507656066,0.0,13.0,51.04043973301924,0.5,21.0,82.44994110718491,0.5,20.0,78.5237534354142,0.0,15.0,58.89281507656066,0.0,0.2520133521004226,0.3521899909056675,-1.1757401691380265,0.6217967444469162,-0.1905122753773121,-0.0672511445951475,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
