province,year,ppp_doc_n,ppp_inv,ln_ppp_doc_n,ln_ppp_inv,exec_share,proc_share,prep_share,fiscal_pass_rate,vfm_pass_rate,ppp_quality_zindex,did_intensity,did_any,treat_share,post,city_n,dfi,digital_econ,base_station_density,software_gdp_share,it_service_gdp_share,rd_expenditure,tech_contract_value,patent_grants,ln_rd_expenditure,ln_tech_contract_value,ln_patent_grants,doc_count,total_chars,total_sentences,A1_cnt,A1_idx,A1_share,A2_cnt,A2_idx,A2_share,A3_cnt,A3_idx,A3_share,B1_cnt,B1_idx,B1_share,B2_cnt,B2_idx,B2_share,B3_cnt,B3_idx,B3_share,C1_cnt,C1_idx,C1_share,C2_cnt,C2_idx,C2_share,C3_cnt,C3_idx,C3_share,D1_cnt,D1_idx,D1_share,D2_cnt,D2_idx,D2_share,D3_cnt,D3_idx,D3_share,A_cnt,A_idx,A_share,B_cnt,B_idx,B_share,C_cnt,C_idx,C_share,D_cnt,D_idx,D_share,z_A_idx,z_B_idx,z_C_idx,z_D_idx,ppp_governance_capacity_index,ppp_norm_risk_index,topic_0_share,topic_1_share,topic_2_share,topic_3_share,topic_4_share,topic_5_share,topic_6_share,topic_7_share,topic_8_share,topic_9_share,topic_10_share,topic_11_share,topic_12_share,topic_13_share,topic_14_share,topic_15_share,topic_16_share,topic_17_share,topic_18_share,topic_19_share,topic_20_share,topic_21_share,topic_22_share,topic_23_share,text_missing,text_observed,treat_share_x_text_missing,province_harmonized,region_scheme,baseline_controls_complete,baseline_sample_5_3,panel_version,pca_usage_flag
宁夏,2017,5,4430.8775,1.791759469228055,8.396578588153433,0.6,0.4,0.0,1,1.0,-0.0376098533708484,0.6,1,0.6,1,5.0,248.16,0.0405655,0.20802778,0.0045156756380025,0.0030636899023104,291101.4,66678.68,4244.0,12.58143037428922,11.10765553781302,8.353497098745448,10,32691,524,29,8.870943073017038,0,3,0.9176837661741764,0,77,23.55388333180386,0.1,38,11.62399437153957,0.3,32,9.788626839191217,0.1,160,48.94313419595608,0.0,58,17.74188614603408,0.2,137,41.90755865528739,0.2,508,155.3944510721605,0.1,10,3.058945887247255,0,45,13.76525649261264,0,84,25.69514545287694,0,109,33.34251017099508,0.1,230,70.35575540668685,0.4,703,215.043895873482,0.5,139,42.51934783273683,0,-0.0582902089611833,0.1091922773931483,0.4515003314633267,0.1569916232930711,0.1674674666317639,0.239228077383182,0.0,0.2,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0,1,0.0,宁夏,方案2：31省区市+新疆生产建设兵团；正式估计样本不含中央,1,1,v3_统一口径_方案2,历史审计列，不进入当前正式主规格
宁夏,2018,1,27386.0,0.6931471805599453,10.21782372723319,1.0,0.0,0.0,1,1.0,0.424577472469583,0.6,1,0.6,1,5.0,248.16,0.0528226,0.20802778,0.0050146011799696,0.0032063219600667,369910.2,121057.89,5658.0,12.8210182558158,11.70403240039654,8.641002477142523,3,4823,65,5,10.36699149906697,0,0,0.0,0,6,12.44038979888036,0.0,4,8.293593199253577,0.3333333333333333,10,20.73398299813394,0.0,17,35.2477710968277,0.6666666666666666,54,111.9635081899233,0.0,19,39.39456769645449,0.0,60,124.4038979888036,0.0,1,2.073398299813394,0,0,0.0,0,20,41.46796599626789,0,11,22.80738129794734,0.0,31,64.27534729421522,1.0,133,275.7619738751814,0.0,21,43.54136429608128,0,-0.2430060534950205,-0.012975953287544,1.175224419927849,0.1860043228631774,0.3064141377150948,0.4494175965011608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0,1,0.0,宁夏,方案2：31省区市+新疆生产建设兵团；正式估计样本不含中央,1,1,v3_统一口径_方案2,历史审计列，不进入当前正式主规格
宁夏,2020,3,10196.11,1.386294361119891,9.229859625792557,0.6666666666666666,0.3333333333333333,0.0,1,1.0,0.0394213676025568,0.6,1,0.6,1,5.0,269.29333,0.0714263,0.23905647,0.0070398285954776,0.0043820382344313,453490.8,168054.19,7710.0,13.0247324667862,12.03204771634194,8.95040315983296,2,12438,219,25,20.09969448464383,0,0,0.0,0,14,11.25582891140055,0.0,10,8.039877793857533,0.5,42,33.76748673420164,0.0,85,68.33896124778903,0.0,32,25.7276089403441,0.0,20,16.07975558771507,0.0,176,141.5018491718926,0.5,9,7.23589001447178,0,0,0.0,0,34,27.33558449911561,0,39,31.35552339604438,0.0,137,110.1463257758482,0.5,228,183.3092136999517,0.5,43,34.57147451358739,0,-0.0931286950049145,0.9086688075630972,0.0732414226733172,-0.0686302420095361,0.2962605117438333,0.3044266627422928,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,宁夏,方案2：31省区市+新疆生产建设兵团；正式估计样本不含中央,1,1,v3_统一口径_方案2,历史审计列，不进入当前正式主规格
宁夏,2021,2,1759.5762,1.09861228866811,7.473396420816612,0.5,0.5,0.0,1,1.0,-0.1531566848309562,0.6,1,0.6,1,5.0,269.29333,0.0426737,0.23905647,0.0087698737368153,0.0053424142582314,517577.0,250947.0,12885.0,13.15691551740153,12.43300102533624,9.463896729698588,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.6,宁夏,方案2：31省区市+新疆生产建设兵团；正式估计样本不含中央,1,1,v3_统一口径_方案2,历史审计列，不进入当前正式主规格
宁夏,2022,1,305.2846,0.6931471805599453,5.72451473506906,0.0,1.0,0.0,1,1.0,-0.7308908421314958,0.6,1,0.6,1,5.0,289.76667,0.044535,0.30883954,0.0084207827047498,0.0084207827047498,597053.0,340474.0,12452.0,13.29976284054549,12.73809698043716,9.429716836721148,2,11237,173,4,3.559668950787577,0,11,9.789089614665835,0,1,0.8899172376968942,0.0,3,2.669751713090682,0.0,4,3.559668950787577,0.0,36,32.03702055708819,1.0,31,27.58743436860372,0.0,37,32.92693779478508,0.0,177,157.5153510723503,0.0,1,0.8899172376968942,0,0,0.0,0,97,86.32197205659874,0,16,14.23867580315031,0.0,43,38.26644122096645,1.0,245,218.0297232357391,0.0,98,87.21188929429562,0,-0.3932439567144501,-0.535549763817099,0.4870896527524732,1.425710205580454,-0.1472346892596919,0.4590833648386095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,宁夏,方案2：31省区市+新疆生产建设兵团；正式估计样本不含中央,1,1,v3_统一口径_方案2,历史审计列，不进入当前正式主规格
安徽,2014,9,11951.93,2.302585092994046,9.38873171559044,1.0,0.0,0.0,1,1.0,0.424577472469583,0.0,0,0.1875,0,16.0,211.28,0.0724737,1.184868,0.0069702020504826,0.0025061454523652,2847303.2,1698312.51,48380.0,14.86188320986726,14.34514626367506,10.78686245364863,1,3203,57,3,9.366219169528568,0,1,3.122073056509522,0,3,9.366219169528568,0.0,6,18.73243833905714,0.0,3,9.366219169528568,0.0,7,21.85451139556665,0.0,15,46.83109584764284,0.0,13,40.58694973462379,1.0,31,96.7842647517952,0.0,2,6.244146113019045,0,1,3.122073056509522,0,7,21.85451139556665,0,7,21.85451139556665,0.0,16,49.95316890415236,0.0,59,184.2023103340618,1.0,10,31.22073056509522,0,-0.2597130317266218,-0.3007387417455025,0.0838866138372066,-0.1637501652207846,-0.1588550532116392,-0.1268674310430268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0.0,安徽,方案2：31省区市+新疆生产建设兵团；正式估计样本不含中央,1,1,v3_统一口径_方案2,历史审计列，不进入当前正式主规格
安徽,2015,64,82338.5343,4.174387269895637,11.31860663949056,1.0,0.0,0.0,1,1.0,0.424577472469583,0.0,0,0.1875,0,16.0,228.78,0.0859244,1.4132762,0.0093421547122259,0.0048196756920842,3221421.9,1904669.26,59039.0,14.98533371432395,14.4598194596973,10.98597045927435,20,73493,1379,70,9.52471663967997,0,3,0.4082021417005701,0,164,22.3150504129645,0.0,92,12.51819901215082,0.25,76,10.34112092308111,0.0,347,47.21538105669928,0.05,376,51.16133509313813,0.0,373,50.75313295143756,0.2,1048,142.5986148340658,0.5,22,2.993482372470848,0,80,10.88539044534854,0,220,29.93482372470848,0,237,32.24796919434504,0.0,515,70.07470099193121,0.3,1797,244.5130828786415,0.7,322,43.81369654252786,0,-0.0774811522628872,0.1035453010815965,0.8027558587298961,0.1937352097253629,0.2762733358495351,0.3666787898456185,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.15,0.05,0.25,0,1,0.0,安徽,方案2：31省区市+新疆生产建设兵团；正式估计样本不含中央,1,1,v3_统一口径_方案2,历史审计列，不进入当前正式主规格
安徽,2016,128,128239.8255,4.859812404361672,11.76166522441181,1.0,0.0,0.0,1,1.0,0.424577472469583,0.1875,1,0.1875,1,16.0,271.6,0.0960223,1.5417559,0.010653640133696,0.0060993247190836,3709223.8,2173748.45,60983.0,15.12633346396372,14.59196409163162,11.01836681366811,20,72545,1438,104,14.33592942311669,0,20,2.756909504445517,0,86,11.85471086911572,0.2,37,5.100282583224206,0.3,93,12.81962919567165,0.0,194,26.74202219312151,0.25,152,20.95251223378593,0.0,99,13.64670204700531,0.15,730,100.6271969122614,0.1,10,1.378454752222758,0,32,4.411055207112827,0,180,24.81218554000965,0,210,28.94754979667793,0.2,324,44.66193397201737,0.55,981,135.2264111930526,0.25,222,30.60169549934524,0,-0.1353484801050358,-0.407050817813048,-0.4998775488157223,-0.1813231486609864,-0.3474256155779354,-0.3627505050965856,0.05,0.0,0.0,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.15,0.05,0.0,0.0,0.25,0.0,0.1,0.0,0.05,0.0,0,1,0.0,安徽,方案2：31省区市+新疆生产建设兵团；正式估计样本不含中央,1,1,v3_统一口径_方案2,历史审计列，不进入当前正式主规格
安徽,2017,149,177958.4775,5.010635294096256,12.08931114886262,0.9865771812080536,0.0067114093959731,0.0067114093959731,1,1.0,0.3779543435727558,0.1875,1,0.1875,1,16.0,303.83,0.10889,1.6202712,0.0126256569694278,0.006227329928196,4361174.8,2495696.65,58213.0,15.28825225786748,14.73007886732006,10.97188115462024,26,71169,1225,117,16.4397420225098,0,14,1.967148618078096,0,161,22.6222091078981,0.1923076923076923,85,11.94340232404558,0.4230769230769231,77,10.81931739942953,0.0,258,36.25173881886776,0.1153846153846153,206,28.94518680886341,0.0,258,36.25173881886776,0.1153846153846153,945,132.7825317202715,0.1538461538461538,37,5.198892776349253,0,66,9.273700628082452,0,254,35.68969635655974,0,292,41.029099748486,0.1923076923076923,420,59.01445854234287,0.5384615384615384,1409,197.9794573480026,0.2692307692307692,357,50.16228976099144,0,0.0764812686828749,-0.1186783105529915,0.2481021735594191,0.3739571869108932,0.0686350438964341,0.1677936833057736,0.0769230769230769,0.0,0.0,0.0384615384615384,0.1923076923076923,0.0384615384615384,0.0,0.0,0.0,0.0,0.0769230769230769,0.1153846153846153,0.0,0.0384615384615384,0.1538461538461538,0.0,0.1538461538461538,0.0,0.0,0.0,0.0384615384615384,0.0769230769230769,0.0,0.0,0,1,0.0,安徽,方案2：31省区市+新疆生产建设兵团；正式估计样本不含中央,1,1,v3_统一口径_方案2,历史审计列，不进入当前正式主规格
安徽,2018,59,73946.9537,4.0943445622221,11.21111679635649,0.8813559322033898,0.0847457627118644,0.0338983050847457,1,1.0,0.1303385342482653,0.1875,1,0.1875,1,16.0,330.29,0.1348568,2.0271235,0.0151982116065614,0.0060526240368023,4973027.4,3213130.59,79747.0,15.4195395485191,14.98275659275265,11.28662694196272,10,27995,522,20,7.144132880871584,0,0,0.0,0,47,16.78871227004822,0.2,39,13.93105911769959,0.5,28,10.00178603322022,0.1,124,44.29362386140382,0.0,76,27.14770494731202,0.0,122,43.57921057331667,0.1,479,171.1019824968745,0.1,11,3.929273084479371,0,29,10.3589926772638,0,100,35.72066440435792,0,67,23.93284515091981,0.2,191,68.22646901232363,0.6,677,241.8288980175031,0.2,140,50.00893016610109,0,-0.2232729293349575,0.0664104202217084,0.7707619401832109,0.3696036603168238,0.2046331436899872,0.4022586735739143,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0,1,0.0,安徽,方案2：31省区市+新疆生产建设兵团；正式估计样本不含中央,1,1,v3_统一口径_方案2,历史审计列，不进入当前正式主规格
安徽,2019,25,24364.5152,3.258096538021482,10.10092410013922,1.0,0.0,0.0,1,1.0,0.424577472469583,0.1875,1,0.1875,1,16.0,350.16,0.1561809,2.2127052,0.0180462995345689,0.0076995245457372,5765370.5,4496068.16,82524.0,15.56738015019886,15.31871405299963,11.32085655672139,1,16715,313,6,3.589590188453485,0,0,0.0,0,1,0.5982650314089142,0.0,1,0.5982650314089142,0.0,8,4.786120251271313,0.0,61,36.49416691594377,1.0,13,7.777445408315884,0.0,244,145.9766676637751,0.0,205,122.6443314388274,0.0,0,0.0,0,86,51.45079270116662,0,16,9.572240502542629,0,7,4.187855219862399,0.0,70,41.87855219862399,1.0,462,276.3984445109184,0.0,102,61.02303320370924,0,-0.5694682663239646,-0.4629748315099072,1.182810778815399,0.6822687434394875,0.0501225603271757,0.4673682302483264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,安徽,方案2：31省区市+新疆生产建设兵团；正式估计样本不含中央,1,1,v3_统一口径_方案2,历史审计列，不进入当前正式主规格
安徽,2020,12,32031.7282,2.564949357461537,10.37451341537303,0.75,0.25,0.0,1,1.0,0.1357103938193134,0.1875,1,0.1875,1,16.0,389.9,0.1900043,6.8172888,0.0202809519906992,0.0093243052142635,6394210.6,6595728.09,119696.0,15.67090370157952,15.70193288995642,11.69271882857535,1,162,1,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0,-0.6428952953659487,-1.304403322975954,-2.111697527278834,-1.050034984234576,-1.352998715206912,-1.488711944829788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,安徽,方案2：31省区市+新疆生产建设兵团；正式估计样本不含中央,1,1,v3_统一口径_方案2,历史审计列，不进入当前正式主规格
安徽,2021,14,17145.8064,2.70805020110221,9.74956721951034,0.7142857142857143,0.2857142857142857,0.0,1,1.0,0.0944436682978463,0.1875,1,0.1875,1,16.0,123.21,0.1440135,0.41186161,0.0203106668653048,0.008275992104136,7391200.0,17877084.0,153475.0,15.81580079663469,16.69903028309868,11.94129948199364,3,9814,203,6,6.113715100876299,0,2,2.037905033625433,0,22,22.41695536987976,0.0,17,17.32219278581618,0.0,3,3.05685755043815,0.3333333333333333,50,50.94762584063582,0.6666666666666666,9,9.17057265131445,0.0,23,23.43590788669248,0.0,176,179.3356429590381,0.0,0,0.0,0,4,4.075810067250866,0,56,57.06134094151213,0,30,30.5685755043815,0.0,70,71.32667617689016,1.0,208,211.942123497045,0.0,60,61.13715100876299,0,-0.1069265086020993,0.1287001246351087,0.4145290132062101,0.6855082857681796,0.1454342097464065,0.4095791412031661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,1,0.0,安徽,方案2：31省区市+新疆生产建设兵团；正式估计样本不含中央,1,1,v3_统一口径_方案2,历史审计列，不进入当前正式主规格
安徽,2022,12,44236.5866,2.564949357461537,10.69733008226695,0.0,1.0,0.0,1,1.0,-0.7308908421314958,0.1875,1,0.1875,1,16.0,183.1,0.1688204,0.80724876,0.0209208569208569,0.0209208569208569,8206500.0,28754545.0,156584.0,15.92043720300875,17.17430643444684,11.96135427251051,1,1076,15,8,74.34944237918215,0,0,0.0,0,39,362.453531598513,0.0,0,0.0,0.0,0,0.0,0.0,1,9.293680297397769,1.0,0,0.0,0.0,0,0.0,0.0,2,18.58736059479554,0.0,0,0.0,0,1,9.293680297397769,0,12,111.5241635687732,0,47,436.8029739776952,0.0,1,9.293680297397769,1.0,2,18.58736059479554,0.0,13,120.817843866171,0,7.01571346067865,-1.117673673017709,-1.890147026239369,2.379706054698069,1.33596425380719,-0.2093715481863364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,安徽,方案2：31省区市+新疆生产建设兵团；正式估计样本不含中央,1,1,v3_统一口径_方案2,历史审计列，不进入当前正式主规格
山东,2014,10,26216.9011,2.397895272798371,10.17419770453308,0.9,0.1,0.0,1,1.0,0.3090306410094752,0.0,0,0.2352941176470588,0,17.0,319.13,0.1538742,1.44997,0.0519747136761507,0.0205305402850811,11755481.8,2492941.98,72818.0,16.27983031099718,14.72897449020241,11.19573218914406,2,2272,53,0,0.0,0,0,0.0,0,1,4.401408450704225,0.0,9,39.61267605633802,0.5,0,0.0,0.0,4,17.6056338028169,0.0,2,8.80281690140845,0.0,3,13.20422535211268,0.5,20,88.02816901408451,0.0,1,4.401408450704225,0,0,0.0,0,2,8.80281690140845,0,1,4.401408450704225,0.0,13,57.21830985915493,0.5,25,110.0352112676056,0.5,3,13.20422535211268,0,-0.565723967999452,-0.1547667280745795,-0.8001419643471457,-0.6751973598550196,-0.5068775534737258,-0.5433686840922483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,1,0.0,山东,方案2：31省区市+新疆生产建设兵团；正式估计样本不含中央,1,1,v3_统一口径_方案2,历史审计列，不进入当前正式主规格
山东,2015,94,133802.3476,4.553876891600541,11.80412644579527,0.9680851063829788,0.0319148936170212,0.0,1,1.0,0.3877008241312508,0.0,0,0.2352941176470588,0,17.0,340.61,0.166478,1.5698023,0.0590446416822997,0.025784125761698,12917717.6,3075545.09,98101.0,16.37411046177946,14.93899303369938,11.49376303270547,25,52960,892,41,7.741691842900302,0,1,0.188821752265861,0,103,19.44864048338368,0.04,64,12.08459214501511,0.2,58,10.95166163141994,0.24,171,32.28851963746224,0.04,84,15.86102719033233,0.04,150,28.32326283987916,0.12,587,110.8383685800604,0.32,13,2.454682779456194,0,35,6.608761329305136,0,75,14.16163141993958,0,145,27.37915407854985,0.04,293,55.32477341389728,0.48,821,155.0226586102719,0.48,123,23.22507552870091,0,-0.1628476728655959,-0.1928118712569999,-0.2639178216872682,-0.3907284437095678,-0.206525788603288,-0.2824860455512786,0.08,0.04,0.0,0.04,0.0,0.12,0.04,0.04,0.08,0.2,0.0,0.0,0.0,0.04,0.08,0.04,0.0,0.0,0.04,0.0,0.08,0.04,0.0,0.04,0,1,0.0,山东,方案2：31省区市+新疆生产建设兵团；正式估计样本不含中央,1,1,v3_统一口径_方案2,历史审计列，不进入当前正式主规格
山东,2016,123,141126.0157,4.820281565605037,11.85741558443234,0.983739837398374,0.016260162601626,0.0,1,1.0,0.4057893697931428,0.2352941176470588,1,0.2352941176470588,1,17.0,372.17,0.1766935,1.6836429,0.0626403814273359,0.027802634021953,14150035.4,3959453.44,98093.0,16.46522775448837,15.19161680606306,11.49368148160347,17,47012,909,26,5.530502850336084,0,4,0.8508465923593976,0,93,19.782183272356,0.1176470588235294,34,7.23219603505488,0.4117647058823529,70,14.88981536628946,0.1764705882352941,369,78.49059814515444,0.0588235294117647,258,54.87960520718114,0.0,221,47.00927422785672,0.1176470588235294,590,125.4998723730111,0.1176470588235294,7,1.488981536628946,0,50,10.63558240449247,0,139,29.56691908448907,0,123,26.16353271505148,0.1176470588235294,473,100.6126095464988,0.6470588235294118,1069,227.3887518080491,0.2352941176470588,196,41.69148302561048,0,-0.1841615580109817,0.717116329175594,0.5986438166082338,0.1334904432286887,0.3771995292576154,0.4830835296708388,0.0,0.0,0.0,0.0588235294117647,0.0,0.0588235294117647,0.1176470588235294,0.0588235294117647,0.1176470588235294,0.1176470588235294,0.0588235294117647,0.0,0.0,0.0588235294117647,0.1764705882352941,0.0,0.0,0.0,0.0588235294117647,0.0,0.0588235294117647,0.0588235294117647,0.0,0.0,0,1,0.0,山东,方案2：31省区市+新疆生产建设兵团；正式估计样本不含中央,1,1,v3_统一口径_方案2,历史审计列，不进入当前正式主规格
山东,2017,241,202209.9782,5.488937726156687,12.2170668778632,0.9377593360995852,0.0580912863070539,0.0041493775933609,1,1.0,0.3334242181316524,0.2352941176470588,1,0.2352941176470588,1,17.0,403.73,0.1841912,1.8813661,0.0582802992807103,0.0259427555770942,15636785.2,5116448.18,100522.0,16.56513678603281,15.44797123688853,11.51814183601918,11,32384,559,35,10.80780632411067,0,8,2.470355731225296,0,93,28.71788537549407,0.2727272727272727,9,2.779150197628458,0.2727272727272727,41,12.66057312252964,0.0909090909090909,78,24.08596837944664,0.0909090909090909,71,21.9244071146245,0.1818181818181818,44,13.58695652173913,0.0,232,71.6403162055336,0.0909090909090909,10,3.087944664031621,0,18,5.558300395256917,0,68,20.99802371541502,0,136,41.99604743083004,0.2727272727272727,128,39.52569169960474,0.4545454545454545,347,107.1516798418972,0.2727272727272727,96,29.64426877470355,0,0.0934350772139845,-0.5102487642602582,-0.8345119777156716,-0.2085022939279039,-0.4171085549206484,-0.517754345301278,0.0909090909090909,0.1818181818181818,0.0,0.0,0.0909090909090909,0.0,0.1818181818181818,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0,1,0.0,山东,方案2：31省区市+新疆生产建设兵团；正式估计样本不含中央,1,1,v3_统一口径_方案2,历史审计列，不进入当前正式主规格
山东,2018,87,91553.6917,4.477336814478207,11.42469179619534,0.8275862068965517,0.1264367816091954,0.0459770114942528,1,1.0,0.0122135296567487,0.2352941176470588,1,0.2352941176470588,1,17.0,83.68,0.1698215,0.41916168,0.0647230464051957,0.027661424457566,14184975.4,8199519.66,132382.0,16.46769396249441,15.9195862544283,11.79345451544967,5,14953,226,17,11.36895606232863,0,3,2.006286363940347,0,22,14.71276666889587,0.0,25,16.71905303283622,0.2,31,20.73162576071692,0.2,36,24.07543636728415,0.4,23,15.38152879020932,0.0,22,14.71276666889587,0.2,187,125.0585166856149,0.0,3,2.006286363940347,0,29,19.39410151809001,0,28,18.72533939677657,0,42,28.08800909516485,0.0,92,61.52611516083729,0.8,232,155.1528121447201,0.2,60,40.12572727880693,0,-0.1504190870719218,-0.068213828649295,-0.2623664674418926,0.0890422345046096,-0.1603331277210364,-0.080512687195526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,1,0.0,山东,方案2：31省区市+新疆生产建设兵团；正式估计样本不含中央,1,1,v3_统一口径_方案2,历史审计列，不进入当前正式主规格
山东,2019,53,65376.2331,3.988984046564275,11.08792935910124,0.7547169811320755,0.1886792452830188,0.0566037735849056,1,1.0,-0.1212492599660645,0.25,1,0.25,1,16.0,142.08,0.1862724,0.75449102,0.0773115373504609,0.0332195307758691,12109485.3,11100177.61,146481.0,16.30949969514152,16.2224717571441,11.8946578329963,5,33037,597,20,6.053818445984804,0,14,4.237672912189364,0,33,9.988800435874928,0.2,16,4.843054756787844,0.2,27,8.172654902079486,0.0,72,21.7937464055453,0.2,85,25.72872839543542,0.0,28,8.475345824378728,0.0,345,104.4283681932379,0.4,17,5.145745679087084,0,10,3.026909222992402,0,211,63.86778460513969,0,67,20.28029179404909,0.2,115,34.80945606441263,0.4,458,138.632442413052,0.4,238,72.04043950721918,0,-0.2873143365307761,-0.6050078910107886,-0.4592796425396571,0.9950275986926852,-0.4505339566937406,-0.0230866449525868,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,山东,方案2：31省区市+新疆生产建设兵团；正式估计样本不含中央,1,1,v3_统一口径_方案2,历史审计列，不进入当前正式主规格
山东,2020,32,38953.1554,3.49650756146648,10.57014073110263,0.875,0.125,0.0,1,1.0,0.2801439331444483,0.25,1,0.25,1,16.0,166.65,0.2223707,1.0898204,0.0808418001066608,0.036053412462908,13656187.3,19038905.99,238778.0,16.42970333217213,16.76199517969231,12.38329371693517,3,8747,152,3,3.42974734194581,0,1,1.143249113981936,0,8,9.145992911855492,0.0,6,6.85949468389162,0.0,7,8.002743797873556,0.0,59,67.45169772493426,0.3333333333333333,7,8.002743797873556,0.0,32,36.58397164742197,0.3333333333333333,170,194.3523493769292,0.3333333333333333,0,0.0,0,3,3.42974734194581,0,14,16.00548759574711,0,12,13.71898936778324,0.0,72,82.31393620669944,0.3333333333333333,209,238.9390648222248,0.6666666666666666,17,19.43523493769292,0,-0.4023557881840386,0.3494573654389437,0.7363168133956204,-0.4983133118884007,0.2278061302168418,0.1958202889820544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0,1,0.0,山东,方案2：31省区市+新疆生产建设兵团；正式估计样本不含中央,1,1,v3_统一口径_方案2,历史审计列，不进入当前正式主规格
