outcome,low_group_effect,low_group_p,interaction_coef,interaction_p,high_group_effect,high_group_p,N
exec_share,0.2771727402945855,0.3640341102002498,0.11895943960133645,0.7466227929970283,0.396132179895922,0.002330275518217517,262
proc_share,-0.22942946982481938,0.46697901251735163,-0.23278946160100422,0.5346696270691801,-0.4622189314258236,0.00034439795882690305,262
ppp_quality_zindex,1.1977217649621625,0.3396608260842672,-0.8604005092727429,0.48140502327892487,0.3373212556894196,0.2912247601769806,262
