depvar,did_var,N,coef,se,z,p_norm,p_t30,r2,mean_dep,cluster_count,k,continuity_c,continuity_rule
log_ratio_exec_proc,treat_share,262,3.1916165934289893,1.4499991747190237,2.2011161448057037,0.027727802624522402,0.03556159677617987,0.7974363081410442,1.6922536502717793,31,48,0.00335570469798655,half_min_positive
log_ratio_exec_proc,treat_share,262,2.7862382120360962,1.1861424712029018,2.3489911875514333,0.018824352329002886,0.025604253827371685,0.8084971143251607,1.5737469640148338,31,48,0.0067114093959731,min_positive
log_ratio_exec_proc,treat_share,262,2.5823421274371867,1.035942230463069,2.4927472319406005,0.012675904870513925,0.018423471278848785,0.8147776927426452,1.4999393385470599,31,48,0.01,fixed_0p01
log_ratio_exec_proc,treat_share,262,4.012396633736444,1.9115611803862236,2.099015545464129,0.03581553039061819,0.044335515342199816,0.7792259373774285,1.8817864511309113,31,48,0.001,fixed_0p001
