序号,文件名,text_len,A1_pred,A2_pred,B1_pred,B2_pred,B3_pred,B4_pred,C1_pred,C2_pred,C3_pred,A1_score,A2_score,B1_score,B2_score,B3_score,B4_score,C1_score,C2_score,C3_score
1,黑龙江省人民政府办公厅关于建立黑龙江省推进...(FBM-CLI.14.1089403).txt,1081,0,1,1,0,0,0,0,0,0,-0.34101278582225686,0.8260392453335766,0.7023355694107617,-0.12421324356685881,-0.06224840646859853,-0.11598299673882273,-0.45845362032416914,-0.4107711003655151,-0.6633518678423199
2,黑龙江省人民政府办公厅关于转发省财政厅省发...(FBM-CLI.14.1125876).txt,6131,0,1,1,1,1,1,1,1,0,-0.09044928157491966,0.7874155856557022,0.9226591089559312,0.6570270951456707,0.7542399381680867,0.7695594083490453,0.5507237905064329,0.04910966649181886,-0.892880779459216
3,黑龙江省发展和改革委员会关于印发政府和社会...(FBM-CLI.12.1166544).txt,2783,1,1,1,1,1,1,1,1,0,0.23965255960471477,0.7501890658484547,0.9165729757901837,0.7512179329386803,0.8384443111224292,0.7852814088259914,0.7527333294674092,0.09683718830399013,-0.7680199307946338
4,黑龙江省发展和改革委员会关于推广运用政府和...(FBM-CLI.12.7798317).txt,14727,1,1,1,1,1,1,1,1,0,0.7685249979078976,0.9922368818299587,0.9807871580734779,0.9895819519988218,1.047178919938201,0.9742070177634423,0.5192954596092954,1.1043928493855182,-1.0349116228753803
5,黑龙江省发展改革委关于推广运用政府和社会资...(FBM-CLI.12.2474502).txt,2786,1,1,1,1,1,1,1,1,0,0.806794557888062,0.9765714947110088,0.914409421446392,1.0541259794330493,1.0165031134907891,1.0120312479178908,0.6545272405386322,1.3392203607837156,-0.9820626029960384
6,伊春市人民政府办公室关于印发伊春市推广运用...(FBM-CLI.12.1199875).txt,4367,0,1,1,1,1,1,1,1,0,-0.04517562066545039,0.6360548111109807,1.0020444158642146,0.9488848449391039,0.9192077408439845,0.9801168486683232,0.7535612262228935,0.05252428822974131,-0.6361600497363393
7,哈尔滨市人民政府关于推广运用政府和社会资本...(FBM-CLI.12.2341135).txt,5469,1,1,1,1,1,1,1,1,0,0.26406683952689436,1.0195839781652607,1.0432540128749492,1.0852335696887712,0.9315682402283552,0.9442926690457325,1.0827309578439295,0.4553232847148246,-0.8544193270266651
8,哈尔滨市财政局关于印发哈尔滨市PPP项目管理暂...(FBM-CLI.12.2474412).txt,7681,0,1,1,1,1,1,1,1,0,-0.30873026793865277,0.6707674524421945,1.1223699588306055,1.0835824198710005,0.9527652256682024,1.1950612201679278,0.5426813062183544,0.2986349194795152,-0.5128775033279733
9,哈尔滨市财政局关于征集政府和社会资本合作(...(FBM-CLI.14.2474408).txt,1079,1,1,1,1,1,1,1,0,0,0.020743044256200827,0.8211929962578471,0.6834615651550753,0.5973161674967287,0.49314587886396866,0.6727091102481666,0.7044002879983442,-0.07274882246067887,-0.5247399179894359
10,鹤岗市人民政府办公室关于转发鹤岗市推广运用...(FBM-CLI.12.1267466).txt,6194,1,1,1,1,1,1,1,1,0,0.24277095568325713,1.0484704772553761,1.0703626426286115,0.9338378347806937,0.833090357344038,0.7424295479632016,1.0164554301018507,0.2597540686037469,-0.6681623509608211
11,黑龙江省人民政府办公厅关于切实做好政府和社...(FBM-CLI.12.1217638).txt,1685,0,1,1,1,1,1,1,0,0,-0.14566315293690502,0.741639098455517,0.8917418625113132,0.3919087431486292,0.6865450656694414,0.40180884516157855,0.23175708170055032,-0.30818203353077356,-0.5589955620158737
12,黑龙江省住房和城乡建设厅关于采取PPP模式建设...(FBM-CLI.12.1261957).txt,2275,0,1,1,1,1,1,1,1,0,-0.02307071883490558,0.8302011268821927,0.8891276077069217,0.42617539116195974,0.8491174761862541,0.6481637464766423,0.05696052233225202,0.19138309985979202,-0.31390232274422764
13,黑龙江省科学技术厅关于转发“关于组织开展第...(FBM-CLI.14.5788958).txt,459,0,1,1,0,1,1,0,0,0,-0.05244597965062481,0.5226398564614991,0.30942559649083723,-0.028476543266519105,0.22418941765648293,0.2717064326449006,-0.09239276116593603,-0.29632997776449804,-0.5170290591693312
14,黑龙江省财政厅、黑龙江省发展和改革委员会关...(FBM-CLI.12.1233147).txt,2182,0,1,1,1,1,1,0,1,0,-0.6972416141576125,0.3320411511734408,0.9242827356824604,0.5661376285724882,1.0293790172508959,0.267400321417289,-0.6479836957256353,0.4163257608618169,-0.990026702748517
15,黑龙江省财政厅关于印发《黑龙江省普惠金融发...(FBM-CLI.12.7531491).txt,8757,1,1,1,1,1,1,1,0,0,0.6940444459654762,0.9753468782816127,0.9311983055130784,0.7848925675681506,0.849877394459018,0.7940319014417812,0.6190753215768118,-0.7607048811542321,-0.9010853930808562
16,哈尔滨市财政局关于印发哈尔滨市PPP项目库管理...(FBM-CLI.12.2474819).txt,1316,0,1,1,1,1,1,1,0,0,-0.37961496219814106,0.6343803886480797,0.9065161650808946,0.8783430204687093,0.7426127754063687,1.0811331708032257,0.6824619435203352,-0.09877449797649043,-0.19689815186935786
17,黑河市人民政府办公室关于印发《黑河市人民政...(FBM-CLI.12.1281665).txt,2585,0,1,1,1,1,1,1,0,0,-0.5347816316841129,0.30752962343499257,0.7777328638561716,0.5728371867902959,0.5119831345235148,0.6487251452062468,0.29519721375669283,-0.10455588187360387,-0.64263287423335
18,黑龙江省公共服务领域政府和社会资本合作(PPP)操...(FBM-CLI.12.1294505).txt,16932,1,1,1,1,1,1,1,1,0,0.7351932934792875,1.0002912413671234,1.0743127768692693,1.1753515791559077,1.107740849835517,1.1037395088425532,0.8161525919206862,0.8822348077461697,-0.9581438129049824
19,黑龙江省财政厅、黑龙江省发展和改革委员会关...(FBM-CLI.12.1462487).txt,662,0,1,1,1,1,1,0,1,0,-0.27724741718015405,0.37639299579889096,0.524443898620996,0.21093345664393703,0.5390896766944367,0.209179914261575,-0.10901802261702703,0.15811987185831433,-0.7479684144399901
20,双鸭山市人民政府办公室关于印发双鸭山市政府...(FBM-CLI.14.6560392).txt,5773,1,1,1,1,1,1,1,1,0,0.17918570188983485,0.5534487139406412,0.7920961546181482,0.8666278884172822,0.7553609773525956,0.8621763158971192,0.6475116537034848,0.15253614475391886,-0.4747664907581631
21,黑龙江省财政厅关于印发黑龙江省公共服务领域...(FBM-CLI.14.1526337).txt,14834,1,1,1,1,1,1,1,1,0,0.6052866547011475,0.9627227725851336,0.9452208367638125,0.9647515510390108,0.9068681042567037,0.8532719150877313,0.8397081318304103,0.5365190154387662,-0.8702034992987937
22,黑龙江省人民政府办公厅关于印发黑龙江省推广...(FBM-CLI.14.1524063).txt,2262,1,1,1,1,1,1,1,1,0,0.13857206100605557,0.883961653579133,0.9382782569178849,0.6136391564626023,0.7595485928224246,0.5619478854734181,0.7033959868243602,0.029493066251335742,-0.5521041186930207
23,黑龙江省财政厅关于印发《黑龙江省公共服务领...(FBM-CLI.14.1526335).txt,11532,1,1,1,1,1,1,1,1,0,0.6049139816220064,0.9047260133602806,0.9525566033786748,0.9079628434242251,0.9058715803257598,0.9418868900782686,0.8277297789650331,0.42793404448393296,-0.678358810431704
24,齐齐哈尔市发展和改革委员会、齐齐哈尔市财政...(FBM-CLI.14.3990285).txt,278,1,1,1,1,1,1,1,0,0,0.13802711063668482,0.4943853765167053,0.36052749653048377,0.03356532793297491,0.2074582283895777,0.18870376764668612,0.35111301927781524,-0.17846658547381186,-0.3236236881232924
25,七台河市人民政府办公室关于印发七台河市进一...(FBM-CLI.14.5565755).txt,3527,0,1,1,1,1,1,1,0,0,-0.3105052612015623,0.8491473344531577,1.0123808891907462,0.9776213084289636,0.20629013178183941,0.19441962739813506,0.7688171373822583,-0.6210081608024192,-0.31476903449848276
26,伊春市人民政府办公室关于印发伊春市进一步推...(FBM-CLI.12.6509595).txt,3113,0,1,1,1,0,0,1,0,0,-0.48958965918557823,0.7699637493800009,0.834726457482546,0.7073993479122254,-0.14092020125185006,-0.07806447105067699,0.8162115504060115,-0.6598487066811318,-0.5617366270400115
27,鹤岗市人民政府办公室关于印发鹤岗市进一步推...(FBM-CLI.12.5570915).txt,4686,0,1,1,1,0,0,1,0,0,-0.5776735714254118,0.8294075661518026,0.9061357495068036,0.8462257028617268,-0.2238204822591911,-0.20578253544713693,0.8061471495023274,-0.7062026844051761,-0.6963235171835731
28,黑龙江省教育厅关于印发推广运用政府和社会资...(FBM-CLI.14.6533323).txt,2302,0,1,1,1,1,1,1,0,0,-0.2198939612387443,0.7253631722851155,0.7304010704643329,0.5616875617427433,0.2536944999672173,0.08526056559192113,0.41272398147603484,-0.21224534323434022,-0.6965217645119572
29,齐齐哈尔市人民政府办公室关于印发齐齐哈尔市...(FBM-CLI.14.5689394).txt,2938,0,1,1,1,0,0,1,0,0,-0.582843789406714,0.7083576930626879,0.859967532484602,0.7650062954268901,-0.06431847834513876,-0.12186760970571509,0.6932551433898462,-0.6447431024880403,-0.5681302970809421
30,黑龙江省财政厅关于废止政府和社会资本合作(...(FBM-CLI.12.7293726).txt,1365,1,1,1,0,0,1,0,0,0,0.0684603437440452,0.6428461567213735,0.22363620453384447,-0.0025961465869544786,-0.0006249320385623425,0.509051312813041,-0.015513231334110422,-0.23688585128632375,-0.5961262087475574
31,海东市人民政府关于印发海东市促进民间投资平...(FBM-CLI.14.1257456).txt,9283,0,1,1,0,1,1,0,0,0,-0.48846580761837344,0.7642719884480199,0.8674021274336337,-0.07796350561909221,0.6558066669045083,0.4102593129409225,-0.43339947782396504,-0.4239155054940592,-0.15829343578672028
32,青海省人民政府关于在公共服务领域推广政府和...(FBM-CLI.12.1197795).txt,6606,1,1,1,1,1,1,1,0,0,0.6270688990269382,1.1564999461540064,1.1323538234821857,0.8910465495787001,1.0790078000841672,0.9981371403835544,1.0731827652529984,-0.03524349936103388,-0.7889000710596561
33,青海省人民政府关于进一步促进民间投资健康发...(FBM-CLI.12.1210561).txt,8040,0,1,1,1,1,1,0,0,0,-0.30121425164875815,0.8556985742328711,0.7907936836743776,0.06665683342268966,0.7699171841154493,0.718666200520125,-0.37499591924012793,-0.4286030144018224,-0.2032617309597733
34,青海省人民政府办公厅关于成立青海省政府和社...(FBM-CLI.14.1177786).txt,971,0,1,1,0,1,1,0,0,0,-0.4090269418188871,0.4756643667111225,0.7144726493803567,-0.06453842109184212,0.1862849978478991,0.1954718601421132,-0.2489054130657293,-0.17411594422283028,-0.5969521029332201
35,青海省人民政府办公厅转发省发展改革委关于青...(FBM-CLI.12.1165393).txt,9435,0,1,1,1,1,1,1,0,0,-0.7208564664695518,0.6449493217598664,0.7929613544442824,0.28764662875268954,0.9348208985224322,0.3796738268347796,0.12375967584689174,-0.35111322353146207,-0.2715617445736531
36,青海省人民政府办公厅转发省财政厅等部门关于...(FBM-CLI.12.1212305).txt,16250,1,1,1,1,1,1,0,0,1,0.3429486543448472,0.9651603876469335,0.9439529551398822,0.5868396621471021,0.8764203128393225,0.8009662848085494,-0.6528324372142575,-0.6474274705662313,0.3083839334432989
37,青海省发展和改革委员会转发国家发展改革委关...(FBM-CLI.14.5261581).txt,900,1,1,1,1,1,1,1,0,0,0.40818310816207704,0.7529260357123644,0.8176737546144299,0.2532000543890274,0.6159418438308675,0.5041307680689949,0.7130580516900566,-0.3652908905136254,-0.599255377006163
38,青海省财政厅关于公布第一批政府和社会资本合...(FBM-CLI.12.1442631).txt,859,0,1,1,1,1,1,0,0,0,-0.07755706174731197,0.7959818362993394,0.56261307135208,0.35258222023812014,0.4628817633130799,0.2901914999714177,-0.017191526308480753,-0.5012032722172982,-0.27291305228667867
39,青海省财政厅关于印发2016年财政金融和政府外债...(FBM-CLI.12.1443076).txt,2919,0,1,1,1,1,1,1,0,0,-0.1430651853871006,0.8761741639081402,0.8008707569354252,0.6509259340634936,0.08629646625895171,0.3792106319929505,0.37024245002198597,-0.7369524161511863,-0.2262782982956082
40,青海省财政厅关于征集政府与社会资本合作(PPP)咨...(FBM-CLI.14.1963636).txt,1471,0,1,1,1,1,0,0,1,0,-0.7093253645234722,0.43907935228344763,0.9267311682096198,0.6079489964936708,0.8880556618992697,-0.10136972777632886,-0.6735369023116854,0.38047740722166506,-0.9616728371692012
41,青海省财政厅关于征集政府和社会资本合作(PPP)项...(FBM-CLI.12.1443121).txt,1830,1,1,1,1,1,1,1,1,0,0.0007469591225128247,0.9871446339212261,0.8500146101393552,0.862919235620849,0.7471186173288935,0.8855882504733323,0.5897998844126938,0.3073705026758859,-0.5916893127647449
42,青海省财政厅关于第三批国家级政府和社会资本...(FBM-CLI.12.1444684).txt,1376,0,1,1,1,1,1,1,0,0,-0.42879139343524103,0.8690730075125295,0.7362610592165854,0.41165057188409643,0.5115853721434606,0.6561421777995102,0.16332481267570198,-0.574317820086344,-0.3930956559456775
43,黄南藏族自治州人民政府关于成立黄南州政府和...(FBM-CLI.14.6900741).txt,909,0,1,1,0,1,1,0,0,0,-0.5079896776785147,0.3802766335453137,0.7452648595727456,-0.12170743272856853,0.100954913841526,0.16333195347951968,-0.08323267546446217,-0.06573697872438045,-0.7564246474351956
44,民和回族土族自治县人民政府办公室关于成立民...(FBM-CLI.14.2350198).txt,613,0,1,1,0,1,1,0,0,0,-0.561130157239657,0.23740486742219882,0.5766810328817514,-0.22683587807569236,0.024901696163993736,0.04339186006265022,-0.4356580007526362,-0.3442811952202857,-0.71194301527384
45,青海省发展和改革委员会、青海省农牧厅关于推...(FBM-CLI.14.5261529).txt,563,1,1,1,0,1,1,1,0,0,0.0306988225510747,0.25969528847441836,0.4890449318315802,-0.26905119855273385,0.5530053269171666,0.056183622641773345,0.15335375039279608,-0.2614936326807491,-0.6726806701759093
46,青海省财政厅关于青海省第二批入库政府和社会...(FBM-CLI.14.1278332).txt,12486,0,1,1,0,1,1,0,0,0,-0.46393299487466266,0.4518389204119672,0.43105719503298234,-0.06174210478172611,0.5999367312530892,0.09313908233280313,-0.4536607106448163,-0.8362616446760125,-0.4968447463838542
47,青海省人民政府办公厅印发关于进一步激发民间...(FBM-CLI.14.1447352).txt,9396,0,1,1,0,1,1,0,1,0,-0.6674836106624594,0.8948611076218475,0.9480842227878055,-0.609112260445341,0.874954562740325,0.7954795962374972,-0.5983644325273505,0.34980906247417437,-0.6083063261522531
48,黄南藏族自治州人民政府办公室印发关于进一步...(FBM-CLI.12.6901595).txt,7311,0,1,1,0,1,1,0,1,0,-0.5970512814100801,0.8498624423911577,1.0347109429342443,-0.4207718416332929,0.7846904286325299,0.7799772986839244,-0.22093836978690584,0.02065257088584227,-0.5446426450414716
49,青海省发展和改革委员会、青海省财政厅关于印...(FBM-CLI.12.8785009).txt,4516,0,1,1,0,1,0,1,0,0,-0.7830334187706962,0.5329192023009932,0.8125187518031947,-0.5598293240687289,0.9103496809058076,-0.46583020157221083,0.5865758645004816,-0.8690965090217295,-0.706690069037607
50,陕西省发展和改革委员会关于转发《国家发展改...(FBM-CLI.14.1022616).txt,2612,1,1,1,1,1,1,1,1,0,0.2108309805366394,0.7592814893717749,0.8306260573083717,0.552294010332256,0.8261429039495802,0.6862348791783044,0.2776484495947932,0.7310284091997195,-0.6722296232388341
51,宝鸡市人民政府关于加快推进政府和社会资本合...(FBM-CLI.12.1386910).txt,6246,0,1,1,1,1,1,1,1,0,-0.11414364287944367,0.9091563532137636,0.8983210618649506,0.6963925272112521,1.0284270194297935,0.7425149171364797,0.09517918173802076,0.7095183448666085,-0.8466470319933284
52,宝鸡市人民政府办公室关于成立政府和社会资本...(FBM-CLI.14.1337390).txt,1558,0,1,1,1,0,1,0,0,0,-0.6784525165744447,0.5615708183762455,0.795056879246907,0.25077072405045514,-0.007916333034256151,0.1019525836058432,-0.1687934267738791,-0.32979448930062155,-0.5122240988407442
53,陕西省交通运输厅办公室关于转发财政部《政府...(FBM-CLI.12.1118838).txt,674,0,1,1,1,1,1,0,0,0,-0.35501891584946166,0.32964916094486485,0.28923843355551593,0.14064692165413586,0.11018666156705709,0.39354011870394545,-0.25592055899256283,-0.676219925250563,-0.42864945737774596
54,陕西省人民政府办公厅关于在公共服务领域推广...(FBM-CLI.12.1112397).txt,6947,1,1,1,1,1,1,1,0,0,0.69947287094114,1.121067179847062,1.0751513955447387,1.0351637796358628,0.961123706093314,1.1042155738120603,1.1640254941153814,-0.258116277636252,-0.7822329690648702
55,陕西省发展和改革委员会关于印发《陕西省政府...(FBM-CLI.12.2573723).txt,433,0,1,1,0,1,1,0,0,0,-0.21152709018748841,0.12806531389111298,0.3733241592515585,-0.11479282100029012,0.23408545829762023,0.27332084302711196,-0.017223966643792554,-0.9554401688920875,-0.5302157565424631
56,陕西省发展和改革委员会关于印发《陕西省政府...(FBM-CLI.12.2590883).txt,4060,0,1,1,1,1,1,1,0,0,-0.0974945676132421,0.4896637933970538,0.7104175411524019,0.6446799833364589,0.7764993078261588,0.741479802572644,0.4078443914386145,-0.44807142550627216,-0.3326116343641301
57,陕西省教育厅办公室关于转发《陕西省政府和社...(FBM-CLI.12.2526835).txt,4208,0,1,1,1,1,1,1,0,0,-0.15524483379714815,0.5045539718935048,0.6253931865059812,0.676693941616354,0.6252377433549863,0.7533325901611967,0.2680760979097413,-0.5294728878693298,-0.26566277248894593
58,咸阳市人民政府办公室关于印发咸阳市政府与社...(FBM-CLI.12.3941879).txt,2584,0,1,1,1,1,1,0,0,0,-0.5498523464461984,0.5048749984043106,0.820516650595881,0.617443874078025,0.7210268791169905,0.4865386175137002,-0.05434878369055213,-0.49780000168416894,-0.09386985693462385
59,榆林市人民政府办公室关于在公共服务领域推广...(FBM-CLI.12.4846430).txt,8792,1,1,1,1,1,1,1,0,0,0.692965577125791,1.1293036055738113,1.1067135217619484,0.9915204167142528,0.9841981613203177,1.1473749679757872,1.360753185434716,-0.08117556119555797,-0.883841045179165
60,西安市人民政府办公厅关于印发西安市公共停车...(FBM-CLI.14.1211658).txt,8833,0,1,1,1,1,1,1,0,0,-0.7948834192638745,0.8717954395912202,0.8889623364751811,0.6054122696506026,0.8532638123091194,0.733873379700132,0.5109118832064297,-0.7704261451219312,-0.7926437589226927
61,铜川市人民政府办公室关于在公共服务领域推广...(FBM-CLI.14.3941608).txt,3179,1,1,1,1,1,1,1,1,0,0.1295343962860147,1.0286617152566406,1.1583735457498836,1.1281939955999785,0.9638975319578578,0.9780928588851037,0.6756372080405699,0.3206908077100064,-0.7344834943993167
62,陕西省发展和改革委员会关于征集陕西省政府和...(FBM-CLI.14.2580954).txt,3276,0,1,1,1,1,1,0,0,0,-0.5448241852220219,0.4187912937011109,0.3342003968832495,0.3251158703543527,0.49151613212552214,0.2727596864139762,-0.15165086560080687,-0.3985133491625077,-0.6075554920680523
63,陕西省环境保护厅对省十二届人大六次会议第4...(FBM-CLI.14.2579952).txt,1939,0,1,1,1,1,1,0,0,0,-0.6892478681086961,0.4451736234233165,0.7208071634844933,0.1105081899482791,0.6482641986014616,0.30787001228082633,-0.22567439877456028,-0.681117118205256,-0.5798317862017275
64,安康市人民政府办公室关于印发安康市县区污水...(FBM-CLI.14.4795220).txt,2122,0,1,1,1,1,1,0,0,0,-0.7118959570875518,0.30977155909659293,0.8658042891538251,0.09551575857043429,0.6214700832591321,0.6040262368186768,-0.05878729102168745,-0.20236132400484502,-0.09959678642526301
65,陕西省发展和改革委员会关于公布陕西省政府和...(FBM-CLI.14.2590116).txt,707,0,1,1,0,1,1,0,0,0,-0.3542682304037576,0.30752139821722224,0.08699892182115487,-0.06946654947813713,0.32015947005028633,0.17712448257910338,-0.358255042054718,-0.7234553919126991,-0.48849969551964456
66,陕西省财政厅关于进一步加强中省PPP示范项目规...(FBM-CLI.12.1529157).txt,4222,0,1,1,1,1,1,0,0,0,-0.3626024594945589,0.804448029945138,0.6558962757977793,0.20179497749816622,0.4494018359526573,0.616808771321327,-0.05853335712492397,-0.46953945179070383,-0.2657576006090253
67,陕西省发展和改革委员会关于举办陕西省政府和...(FBM-CLI.14.2580856).txt,434,0,1,1,0,1,1,0,0,0,-0.2867762202919351,0.2535872123498697,0.09764554785337864,-0.4302080898571942,0.2770942123501885,0.06645618148796739,-0.13687408851395802,-0.8192800399320346,-0.5286290231300348
68,陕西省发展和改革委员会关于陕西省政府和社会...(FBM-CLI.14.2590618).txt,553,0,1,1,0,1,1,0,0,0,-0.4138783505686255,0.23988344250056154,0.12379006204414128,-0.40231934826206056,0.2195270481652089,0.01545947502465217,-0.33660629071235615,-0.7572675609400217,-0.48596224900510876
69,陕西省西咸新区开发建设管理委员会办公室关于...(FBM-CLI.12.5688686).txt,8515,0,1,1,1,1,1,1,1,0,-0.4205704667309872,0.5234394733747382,0.8004171676136043,0.9250929172919495,0.7926724225141646,0.7629302431683138,0.39904987339663345,0.28943461555710265,-0.7543112718576879
70,陕西省西咸新区开发建设管理委员会办公室关于...(FBM-CLI.12.5688689).txt,2625,0,1,1,1,1,1,0,0,0,-0.4040632359142143,0.4922255782868096,0.7673385627990036,0.7771971237407063,0.7119362997362199,0.7411359729255382,-0.2202983985969864,-0.37607638214682065,-0.27611041094841765
71,陕西省交通运输厅关于印发《陕西省高速公路P...(FBM-CLI.12.4936448).txt,10593,0,1,1,1,1,1,0,0,1,-0.8392099985453406,0.7173579098679128,0.8983516133453661,0.9723338050095418,0.9736683169654525,0.9631572048186607,-0.6489755324252471,-0.43399238519963584,0.4335246158651814
72,陕西省交通运输厅关于转发《收费公路政府和社...(FBM-CLI.14.9137287).txt,340,0,0,0,0,0,0,0,0,0,-0.8644099729651828,-0.566824257762902,-0.2419872596785223,-0.4408514338784761,-0.34391959709633707,-0.30229102832523264,-0.5430666389670135,-0.49743480941016127,-0.8016314632239963
73,重庆市财政局关于组织开展第三批政府和社会资...(FBM-CLI.14.5337825).txt,1560,0,1,1,1,1,1,1,0,0,-0.32100544971633377,0.724432873821768,0.6615075768205869,0.3721277687380752,0.4855528942598906,0.4374182463526244,0.17158835966105124,-0.497254329626235,-0.4549263473000036
74,重庆市财政局关于转发《财政部关于印发＜政府...(FBM-CLI.14.5327219).txt,317,0,1,1,0,1,1,0,0,0,-0.08428818801382254,0.3615694149273586,0.15602319679678966,-0.044268723703049594,0.16317065980183032,0.527374952489982,-0.06513559855239037,-0.21950378816157118,-0.41824172375275115
75,重庆市发展和改革委员会关于印发重庆市规范推...(FBM-CLI.14.7834942).txt,3556,0,1,1,0,1,0,1,0,1,-0.9106103335176119,0.6915936568333854,0.6356608229835323,-0.6277969837911106,0.9354601201119832,-0.6217451571608235,0.6142663738493145,-0.7121900740307295,0.4376623435381813
76,本溪市人民政府关于成立本溪市政府和社会资本...(FBM-CLI.14.1088828).txt,1115,0,1,1,1,1,1,1,0,0,-0.6265581264425814,0.2386357589043044,0.802415866821867,0.1736329751573233,0.21334058639301048,0.30626127335057407,0.02429168297437262,-0.13734790972803876,-0.5737013305198038
77,本溪市人民政府办公厅关于成立本溪市推广政府...(FBM-CLI.14.1157875).txt,1102,0,1,1,0,1,1,0,0,0,-0.619396200418339,0.3245098573948164,0.7097990863522787,-0.11206904088180455,0.08783517476153213,0.1437022591268327,-0.29006698528592323,-0.27567389664186087,-0.7349135157105225
78,沈阳市人民政府关于开展政府和社会资本合作试...(FBM-CLI.14.1074293).txt,6816,1,1,1,1,1,1,1,1,0,0.22010596560941165,1.0056056679965168,1.118337585127879,0.707782664997836,1.0517899808773545,1.0571767967980465,0.7172360542067258,0.778840373531396,-0.8106918095803102
79,沈阳市人民政府办公厅关于印发沈阳市2015年推进...(FBM-CLI.14.1074363).txt,3162,0,1,1,1,1,1,1,0,0,-0.40909660922060587,0.9748813099435967,0.8922319842152033,0.36815674204107923,0.7112037922844853,0.44691663253486535,0.4546236874672295,-0.11058035268340938,-0.5313559140984604
80,盘锦市人民政府关于推广运用政府和社会资本合...(FBM-CLI.12.1152974).txt,8643,1,1,1,1,1,1,1,1,0,0.5705477614143537,1.1205334321581017,1.0564581146046501,0.9566912602069335,0.9304419493273042,0.9800608691459576,0.9626366373126711,0.8608549890327843,-0.8725190440868906
81,盘锦市人民政府办公室关于成立盘锦市推进政府...(FBM-CLI.14.1056810).txt,1307,0,1,1,1,1,1,0,0,0,-0.7333484320638961,0.3297459931946344,0.7894254978032305,0.06447079377228465,0.11925053534828628,0.15545218677013006,-0.16411190221958155,-0.2561380322439788,-0.6495210719005181
82,盘锦市人民政府办公室印发关于推广运用政府和...(FBM-CLI.14.1153538).txt,4602,0,1,1,1,1,1,1,1,0,-0.015464009933828238,1.0403880801763004,1.0507551498736878,1.1481468237448984,1.0699764770003064,1.0233172527085201,0.19631879937464913,1.1706961013898478,-0.9621862679749746
83,葫芦岛市人民政府办公室关于成立葫芦岛市政府...(FBM-CLI.14.2348576).txt,497,0,1,1,0,1,1,1,0,0,-0.546753833954959,0.06276570020125755,0.6595883543154628,-0.2287603507684771,0.061555867011826915,0.12188386249566252,0.039221099761672484,-0.09389144787125586,-0.7572041649918946
84,辽宁省人民政府关于推广运用政府和社会资本合...(FBM-CLI.12.1112099).txt,4664,1,1,1,1,1,1,1,1,0,0.17072818676320922,1.0936735203404795,1.1700213952886205,1.0669513793109702,0.9968209119920857,1.0512810268914152,1.0885521918701826,0.6389157412241182,-0.749978155361803
85,辽宁省人民政府办公厅关于成立辽宁省推广政府...(FBM-CLI.14.1102051).txt,1215,0,1,1,0,1,1,0,0,0,-0.5475847900186309,0.3764633409194183,0.6558481268333596,-0.10461971769375665,0.13018396223760653,0.20376879185577373,-0.2642199716580254,-0.30277888904084727,-0.641051461802247
86,辽宁省财政厅关于举办全省政府和社会资本合作...(FBM-CLI.14.1234818).txt,967,0,1,1,1,1,1,0,0,0,-0.5038366374875515,0.5142891499580133,0.6196047495659434,0.23763584134808813,0.3375167356960671,0.4021516114074717,-0.0021419385359136567,-0.24357173898842266,-0.5743505833625516
87,辽宁省财政厅关于印发政府和社会资本合作项目...(FBM-CLI.12.1132049).txt,2310,0,1,1,1,1,1,0,0,0,-0.6259623729721617,0.7754389156502947,0.7616780477548133,0.8819937944712966,1.0285956380371126,0.9836119888136485,-0.12696354205552499,-0.27072574714882985,-0.6315368656819542
88,辽宁省财政厅关于印发政府和社会资本合作项目...(FBM-CLI.12.1132051).txt,3109,0,1,1,1,1,1,1,1,0,-0.049275248528017124,0.734929938866465,0.8969427333577327,1.0032673317045502,0.7176583162871836,1.0462463886895124,0.9335390952215976,0.02433482675277987,-0.5404656874148839
89,辽宁省财政厅转发财政部关于实施政府和社会资...(FBM-CLI.12.5219354).txt,324,0,1,0,0,0,1,0,0,0,-0.6249711093043493,0.6592411106327745,-0.11893344561968056,-0.3099115081526973,-0.2570799787406222,0.5706204126307597,-0.14996574924309092,-0.6440955486737611,-1.023930982202712
90,辽宁省财政厅转发财政部关于政府和社会资本合...(FBM-CLI.14.5219445).txt,264,1,1,1,0,1,1,1,0,0,0.12153427640744874,0.6938739137615575,0.4302779980205836,-0.017768217554538522,0.08741220997294241,0.755126249235577,0.04548264860424245,-0.0932373318804735,-0.8465409531250607
91,辽宁省财政厅转发财政部关于规范政府和社会资...(FBM-CLI.12.5219446).txt,177,0,1,1,0,0,1,0,0,0,-0.19404821089509275,0.6930392142048883,0.3069134287656968,-0.2138456691195399,-0.012824316135395863,0.5792158173896167,-0.23863795310184455,-0.4417025286680759,-0.7823954713499073
92,辽阳市人民政府办公室关于印发辽阳市政府和社...(FBM-CLI.14.1056373).txt,2738,0,1,1,1,1,1,1,1,0,-0.18491663018351998,0.43351283424350856,1.0199493910782813,0.32036435885506137,0.6899412346375062,0.5344563336735298,0.4620836184414452,0.7453588970461384,-0.6567385400692762
93,阜新市人民政府关于推广运用政府和社会资本合...(FBM-CLI.12.1152896).txt,4616,1,1,1,1,1,1,1,1,0,0.14128128679139218,1.1312650131803696,1.1642813672588406,1.0925015617944909,0.9952041001263792,1.0090450706209526,0.9907169004466976,0.4498009549547775,-0.603204769416255
