province,year,doc_count,total_chars,total_sentences,A1_cnt,A1_idx,A1_share,A2_cnt,A2_idx,A2_share,A3_cnt,A3_idx,A3_share,B1_cnt,B1_idx,B1_share,B2_cnt,B2_idx,B2_share,B3_cnt,B3_idx,B3_share,C1_cnt,C1_idx,C1_share,C2_cnt,C2_idx,C2_share,C3_cnt,C3_idx,C3_share,D1_cnt,D1_idx,D1_share,D2_cnt,D2_idx,D2_share,D3_cnt,D3_idx,D3_share,A_cnt,A_idx,A_share,B_cnt,B_idx,B_share,C_cnt,C_idx,C_share,D_cnt,D_idx,D_share,z_A_idx,z_B_idx,z_C_idx,z_D_idx,ppp_governance_capacity_index,ppp_norm_risk_index,topic_0_share,topic_1_share,topic_2_share,topic_3_share,topic_4_share,topic_5_share,topic_6_share,topic_7_share,topic_8_share,topic_9_share,topic_10_share,topic_11_share,topic_12_share,topic_13_share,topic_14_share,topic_15_share,topic_16_share,topic_17_share,topic_18_share,topic_19_share,topic_20_share,topic_21_share,topic_22_share,topic_23_share
中央,2020,5,68993,622,19,2.7539025698259247,0.0,5,0.7247112025857696,0.0,195,28.263736900845014,0.4,3,0.43482672155146174,0.2,7,1.0145956836200773,0.0,82,11.885263722406622,0.2,41,5.942631861203311,0.2,102,14.784108532749698,0.0,280,40.58382734480309,0.0,0,0.0,0.0,48,6.957227544823388,0.0,87,12.609974924992391,0.0,219,31.742350673256706,0.4,92,13.334686127578161,0.4,423,61.310567738756106,0.2,135,19.56720246981578,0.0,-0.08634632641122801,-1.0364813380112974,-1.3809113065962275,-0.49456705681344854,-0.8345796570062509,-0.9706532338069912,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中央,2021,1,3678,67,18,48.93964110929853,0.0,2,5.43773790103317,0.0,96,261.01141924959217,0.0,0,0.0,0.0,7,19.032082653616097,0.0,27,73.4094616639478,1.0,17,46.22077215878194,0.0,5,13.594344752582927,0.0,29,78.84719956498095,0.0,0,0.0,0.0,1,2.718868950516585,0.0,18,48.93964110929853,0.0,116,315.3887982599238,0.0,34,92.44154431756388,1.0,51,138.66231647634584,0.0,19,51.65851005981512,0.0,4.886919188074765,0.5529423850372086,-0.4589235611230908,0.4164314440069223,1.6603126706629612,0.17015008930701336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中央,2022,2,7776,145,5,6.4300411522633745,0.0,3,3.8580246913580245,0.0,21,27.00617283950617,0.0,16,20.5761316872428,0.0,21,27.00617283950617,0.0,33,42.43827160493827,0.5,4,5.1440329218107,0.0,35,45.010288065843625,0.5,138,177.46913580246914,0.0,5,6.4300411522633745,0.0,6,7.716049382716049,0.0,24,30.864197530864196,0.0,29,37.294238683127574,0.0,70,90.02057613168725,0.5,177,227.62345679012347,0.5,35,45.010288065843625,0.0,0.010996733636589508,0.5043000251278229,0.6014413631512117,0.22770369420602443,0.37224604063854133,0.4444816941616863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
中央,2023,3,12651,180,9,7.114062129475931,0.0,1,0.7904513477195478,0.0,42,33.19895660422101,0.3333333333333333,3,2.3713540431586435,0.6666666666666666,6,4.742708086317287,0.0,41,32.40850525650146,0.0,4,3.1618053908781913,0.0,46,36.3607619950992,0.0,134,105.9204805944194,0.0,3,2.3713540431586435,0.0,10,7.904513477195479,0.0,13,10.275867520354122,0.0,52,41.10347008141649,0.3333333333333333,50,39.522567385977396,0.6666666666666666,184,145.4430479803968,0.0,26,20.551735040708245,0.0,0.0777852279434648,-0.5103115383143816,-0.3781011950601431,-0.46661843884029475,-0.27020916847702,-0.4516770574049398,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中央,2024,4,5987,97,57,95.20628027392684,0.0,1,1.6702856188408217,0.0,14,23.383998663771507,0.0,1,1.6702856188408217,0.0,0,0.0,0.0,41,68.4817103724737,0.0,21,35.07599799565726,0.5,24,40.08685485217972,0.0,87,145.3148488391515,0.5,4,6.681142475363287,0.0,6,10.02171371304493,0.0,19,31.735426757975613,0.0,72,120.26056455653918,0.0,42,70.15199599131452,0.0,132,220.47770168698847,1.0,29,48.43828294638383,0.0,1.4656723371580205,0.10509832073758903,0.5162681286120296,0.32501659391364573,0.6956795955025464,0.31546101442108815,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中央,2025,4,16655,313,61,36.62563794656259,0.0,3,1.8012608826178327,0.0,22,13.20924647253077,0.0,4,2.401681176823777,0.25,5,3.0021014710297207,0.0,81,48.63404383068148,0.0,50,30.02101471029721,0.5,99,59.44160912638847,0.25,359,215.55088561993395,0.0,1,0.6004202942059442,0.0,32,19.213449414590215,0.0,46,27.61933353347343,0.0,86,51.6361453017112,0.0,90,54.037826478534974,0.25,508,305.0135094566196,0.75,79,47.43320324226959,0.0,0.2624580517847287,-0.2186693510782422,1.5238856691240337,0.29648469003016575,0.52255812327684,0.5339003360253191,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
云南,2014,1,19988,369,15,7.504502701620972,0.0,1,0.5003001801080649,0.0,38,19.011406844106464,0.0,11,5.503301981188714,1.0,11,5.503301981188714,0.0,43,21.51290774464679,0.0,20,10.006003602161297,0.0,36,18.010806483890335,0.0,134,67.04022413448068,0.0,29,14.50870522313388,0.0,21,10.506303782269361,0.0,85,42.525515309185515,0.0,54,27.016209725835502,0.0,65,32.519511707024215,1.0,190,95.05703422053232,0.0,135,67.54052431458875,0.0,-0.16921129436831256,-0.6510177057016084,-0.9786731018108508,0.8672853437905313,-0.5996340339602573,-0.25413515457397595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
云南,2015,4,24782,450,11,4.438705512065209,0.0,4,1.6140747316600759,0.0,51,20.579452828665968,0.0,30,12.105560487450568,0.75,30,12.105560487450568,0.0,140,56.49261560810265,0.25,281,113.38874989912033,0.0,137,55.2820595593576,0.0,303,122.26616092325074,0.0,6,2.4211120974901137,0.0,37,14.930191267855703,0.0,51,20.579452828665968,0.0,66,26.632233072391255,0.0,200,80.7037365830038,1.0,721,290.93697038172866,0.0,94,37.930756194011785,0.0,-0.17594368204737396,0.31710505693745894,1.3561015305940634,0.02673204779798938,0.4990876351613828,0.5666462117765039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
云南,2016,7,38575,641,25,6.480881399870382,0.0,6,1.5554115359688918,0.0,70,18.14646791963707,0.0,49,12.702527543745951,0.2857142857142857,43,11.147116007777058,0.14285714285714285,112,29.034348671419316,0.14285714285714285,64,16.591056383668178,0.2857142857142857,84,21.775761503564482,0.0,380,98.50939727802981,0.14285714285714285,35,9.073233959818536,0.0,41,10.628645495787428,0.0,119,30.848995463383023,0.0,101,26.182760855476346,0.0,204,52.88399222294232,0.5714285714285714,528,136.87621516526247,0.42857142857142855,195,50.55087491898898,0.0,-0.1838244247646593,-0.24185231625049755,-0.4802128473754146,0.3849882268703595,-0.30196319613019046,-0.11235897891851754,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0
云南,2017,9,18489,281,3,1.6225864027259451,0.0,4,2.163448536967927,0.0,20,10.817242684839634,0.1111111111111111,12,6.4903456109037805,0.6666666666666666,33,17.848450429985395,0.0,62,33.53345232300287,0.2222222222222222,52,28.124830980583052,0.0,31,16.766726161501435,0.0,276,149.27794905078696,0.0,3,1.6225864027259451,0.0,3,1.6225864027259451,0.0,36,19.47103683271134,0.0,27,14.603277624533506,0.1111111111111111,107,57.87224836389204,0.8888888888888888,359,194.16950619287144,0.0,42,22.716209638163235,0.0,-0.3868512742739278,-0.1416277234847649,0.20268977715970932,-0.40517397735129773,-0.10859640686632778,-0.11470397455878445,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0
云南,2018,6,36287,384,83,22.87320528012787,0.0,19,5.236034943643729,0.0,273,75.23355471656515,0.0,4,1.1023231460302587,0.5,24,6.613938876181552,0.0,81,22.32204370711274,0.3333333333333333,767,211.3704632513021,0.0,48,13.227877752363105,0.0,245,67.51729269435334,0.16666666666666666,1,0.2755807865075647,0.0,11,3.0313886515832116,0.0,74,20.392978201559785,0.0,375,103.34279494033674,0.0,109,30.038305729324552,0.8333333333333334,1060,292.1156336980186,0.16666666666666666,86,23.699947639650564,0.0,1.1690475744291629,-0.70087036997067,1.3701505101115743,-0.37724791537823366,0.6127759048566891,0.09734407492089021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
云南,2019,2,7446,99,2,2.686005909213,0.0,0,0.0,0.0,5,6.715014773032501,0.0,4,5.372011818426,0.0,5,6.715014773032501,0.0,15,20.1450443190975,0.5,7,9.401020682245502,0.0,24,32.232070910556004,0.0,156,209.50846091861402,0.5,0,0.0,0.0,2,2.686005909213,0.0,17,22.831050228310502,0.0,7,9.401020682245502,0.0,24,32.232070910556004,0.5,187,251.1415525114155,0.5,19,25.5170561375235,0.0,-0.47806413898174727,-0.6567929978991738,0.8817633520626044,-0.3256643794706451,-0.08436459493943889,-0.03356467510240483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
云南,2020,1,587,5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,34.07155025553663,0.0,2,34.07155025553663,0.0,10,170.35775127768312,1.0,1,17.035775127768314,0.0,0,0.0,0.0,13,221.46507666098807,0.0,0,0.0,0.0,0,0.0,0.0,6,102.21465076660988,0.0,0,0.0,0.0,14,238.5008517887564,1.0,14,238.5008517887564,0.0,6,102.21465076660988,0.0,-0.6428952953659487,3.4875821062761636,0.7310935695341909,1.8516041387308486,1.1919267934814686,2.0234266048470677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
云南,2024,2,3398,5,5,14.714537963507945,0.0,1,2.942907592701589,0.0,6,17.657445556209534,0.5,3,8.828722778104767,0.5,3,8.828722778104767,0.0,1,2.942907592701589,0.0,2,5.885815185403178,0.0,2,5.885815185403178,0.0,23,67.68687463213655,0.0,1,2.942907592701589,0.0,0,0.0,0.0,0,0.0,0.0,12,35.31489111241907,0.5,7,20.600353148911122,0.5,27,79.45850500294291,0.0,1,2.942907592701589,0.0,-0.02370781175200906,-0.8904987545576203,-1.164598475454449,-0.966492598263382,-0.6929350139213595,-1.0071966094251505,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
内蒙古,2015,18,41135,574,33,8.022365382277865,0.0,6,1.4586118876868845,0.0,50,12.155099064057373,0.05555555555555555,23,5.591345569466391,0.5,68,16.530934727118026,0.05555555555555555,119,28.929135772456544,0.05555555555555555,78,18.9619545399295,0.0,77,18.718852558648354,0.16666666666666666,467,113.52862525829585,0.16666666666666666,7,1.7017138689680322,0.0,19,4.618937644341801,0.0,47,11.42579312021393,0.0,89,21.636076334022125,0.05555555555555555,210,51.05141606904096,0.6111111111111112,622,151.2094323568737,0.3333333333333333,73,17.746444633523762,0.0,-0.26354292477826,-0.27867263853290286,-0.30936925534879406,-0.5462541890553231,-0.2838616062199857,-0.37809869431233994,0.0,0.0,0.0,0.05555555555555555,0.0,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.2777777777777778,0.16666666666666666,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.1111111111111111,0.0
内蒙古,2016,9,25908,479,17,6.561679790026247,0.0,1,0.385981164119191,0.0,52,20.07102053419793,0.0,22,8.491585610622202,0.4444444444444444,40,15.43924656476764,0.1111111111111111,86,33.19438011425042,0.1111111111111111,110,42.457928053111004,0.0,100,38.5981164119191,0.0,291,112.32051875868457,0.3333333333333333,4,1.543924656476764,0.0,31,11.965416087694921,0.0,50,19.29905820595955,0.0,70,27.01868148834337,0.0,148,57.12521228964027,0.6666666666666666,501,193.37656322371467,0.3333333333333333,85,32.808398950131235,0.0,-0.16916795615151145,-0.1566372547132356,0.19323835928806204,-0.11867990703602814,-0.044188950525561675,-0.027359600820400568,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.2222222222222222
内蒙古,2017,4,10968,178,14,12.76440554339898,0.0,4,3.6469730123997084,0.0,11,10.029175784099198,0.0,10,9.11743253099927,0.0,8,7.293946024799417,0.0,39,35.55798687089715,0.25,37,33.734500364697304,0.0,26,23.705324580598106,0.5,162,147.70240700218818,0.25,2,1.8234865061998542,0.0,3,2.735229759299781,0.0,23,20.97009482129832,0.0,29,26.440554339897883,0.0,57,51.96936542669584,0.25,225,205.14223194748357,0.75,28,25.52881108679796,0.0,-0.179304447670495,-0.2602290987564932,0.3334782705719281,-0.325330683464765,-0.03535175861835336,-0.08402717054977671,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0
内蒙古,2018,1,410,5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,97.5609756097561,1.0,1,24.390243902439025,0.0,4,97.5609756097561,0.0,10,243.90243902439025,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,97.5609756097561,1.0,15,365.8536585365853,0.0,0,0.0,0.0,-0.6428952953659487,0.6558025634149823,2.2490647736686715,-1.050034984234576,0.7539906805725684,0.6182774509496926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
内蒙古,2019,1,367,5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8,217.98365122615803,1.0,0,0.0,0.0,0,0.0,0.0,6,163.48773841961852,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8,217.98365122615803,1.0,6,163.48773841961852,0.0,0,0.0,0.0,-0.6428952953659487,3.0753482487967094,-0.16301900587449894,-1.050034984234576,0.7564779825187539,0.6207647528958782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
内蒙古,2020,2,2547,32,12,47.11425206124852,0.0,0,0.0,0.0,1,3.9261876717707107,0.5,13,51.04043973301924,0.0,0,0.0,0.0,8,31.409501374165686,0.5,0,0.0,0.0,2,7.852375343541421,0.0,18,70.6713780918728,0.0,0,0.0,0.0,0,0.0,0.0,15,58.89281507656066,0.0,13,51.04043973301924,0.5,21,82.44994110718491,0.5,20,78.5237534354142,0.0,15,58.89281507656066,0.0,0.2520133521004226,0.3521899909056675,-1.1757401691380265,0.6217967444469162,-0.19051227537731216,-0.06725114459514758,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
内蒙古,2024,2,2843,52,4,14.069644741470277,0.0,0,0.0,0.0,3,10.55223355610271,0.0,4,14.069644741470277,0.0,3,10.55223355610271,0.0,22,77.38304607808652,0.0,1,3.5174111853675694,0.5,8,28.139289482940555,0.0,53,186.42279282448118,0.5,1,3.5174111853675694,0.0,0,0.0,0.0,4,14.069644741470277,0.0,7,24.621878297572987,0.0,29,102.00492437565951,0.0,62,218.0794934927893,1.0,5,17.58705592683785,0.0,-0.2111918868408822,0.7450908723448543,0.4876828851982583,-0.5507788682829098,0.3405272902340768,0.22733162975340093,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
