序号,一级子文件夹,province,相对路径,文件名,year,topic,topic_name,topic_main_dimension,topic_secondary_code,topic_secondary_name,topic_match_strength,char_len,sentence_count,A1_cnt,A1_idx,A1_share,A2_cnt,A2_idx,A2_share,A3_cnt,A3_idx,A3_share,B1_cnt,B1_idx,B1_share,B2_cnt,B2_idx,B2_share,B3_cnt,B3_idx,B3_share,C1_cnt,C1_idx,C1_share,C2_cnt,C2_idx,C2_share,C3_cnt,C3_idx,C3_share,D1_cnt,D1_idx,D1_share,D2_cnt,D2_idx,D2_share,D3_cnt,D3_idx,D3_share,A_cnt,A_idx,z_A_idx,A_share,B_cnt,B_idx,z_B_idx,B_share,C_cnt,C_idx,z_C_idx,C_share,D_cnt,D_idx,z_D_idx,D_share,topic_0_share,topic_1_share,topic_2_share,topic_3_share,topic_4_share,topic_5_share,topic_6_share,topic_7_share,topic_8_share,topic_9_share,topic_10_share,topic_11_share,topic_12_share,topic_13_share,topic_14_share,topic_15_share,topic_16_share,topic_17_share,topic_18_share,topic_19_share,topic_20_share,topic_21_share,topic_22_share,topic_23_share,ppp_governance_capacity_index,ppp_norm_risk_index,text_observed,text_missing
870,广东 56,广东,广东 56\2016（13）\广东省住房和城乡建设厅关于印发《粤东西北地...(FBM-CLI.12.1194344).txt,广东省住房和城乡建设厅关于印发《粤东西北地...(FBM-CLI.12.1194344).txt,2016.0,5,5_住房_管廊_污水处理_城乡,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.625,527,4,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,18.9753320683112,0.0,0,0.0,0.0,0,0.0,0.0,14,265.6546489563567,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,-0.6018154382222797,0.0,1,18.9753320683112,-0.7324459335679281,0.0,14,265.6546489563567,0.9463539216242172,1.0,0,0.0,-0.8657365712973513,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1293024833886634,-0.2172761944136874,1,0
871,广东 56,广东,广东 56\2016（13）\广东省发展改革委转发国家发展改革委关于切实...(FBM-CLI.12.1244584).txt,广东省发展改革委转发国家发展改革委关于切实...(FBM-CLI.12.1244584).txt,2016.0,1,1_证券化_资产 证券化_国家 发展_证券,采购交易、合同安排与执行绩效,C1,社会资本采购与竞争配置,0.625,1646,23,2,12.15066828675577,0.0,0,0.0,0.0,4,24.30133657351154,0.0,3,18.22600243013365,0.0,0,0.0,0.0,8,48.60267314702308,0.0,0,0.0,1.0,1,6.075334143377885,0.0,21,127.5820170109356,0.0,0,0.0,0.0,2,12.15066828675577,0.0,2,12.15066828675577,0.0,6,36.45200486026731,0.119063135715237,0.0,11,66.82867557715674,0.1087810038915435,0.0,22,133.6573511543135,-0.2976275502718003,1.0,4,24.30133657351154,-0.1804644016745084,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0232611368883398,-0.1231036493515884,1,0
872,广东 56,广东,广东 56\2016（13）\广东省财政厅关于公布第二批省级PPP重点项目的...(FBM-CLI.14.1255857).txt,广东省财政厅关于公布第二批省级PPP重点项目的...(FBM-CLI.14.1255857).txt,2016.0,13,13_申报_第四批_第三批_申报 筛选,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.125,1158,17,0,0.0,0.0,0,0.0,0.0,2,17.271157167530223,0.0,1,8.635578583765112,1.0,2,17.271157167530223,0.0,1,8.635578583765112,0.0,3,25.906735751295336,0.0,2,17.271157167530223,0.0,13,112.26252158894648,0.0,0,0.0,0.0,0,0.0,0.0,2,17.271157167530223,0.0,2,17.271157167530223,-0.2602592687631108,0.0,4,34.542314335060446,-0.4587897194452359,1.0,18,155.44041450777203,-0.0923375355210581,0.0,2,17.271157167530223,-0.3787080776880251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2704621745764683,-0.3099451108847731,1,0
873,广东 56,广东,广东 56\2016（13）\广东省财政厅关于贯彻落实《政府和社会资本合...(FBM-CLI.12.1255859).txt,广东省财政厅关于贯彻落实《政府和社会资本合...(FBM-CLI.12.1255859).txt,2016.0,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.875,1497,21,2,13.36005344021376,0.0,0,0.0,0.0,3,20.04008016032064,0.0,3,20.04008016032064,1.0,9,60.120240480961925,0.0,27,180.3607214428858,0.0,1,6.680026720106881,0.0,3,20.04008016032064,0.0,21,140.28056112224448,0.0,0,0.0,0.0,1,6.680026720106881,0.0,2,13.36005344021376,0.0,5,33.4001336005344,0.0587090177458526,0.0,39,260.5210420841684,3.5137517820745163,1.0,25,167.000668002672,0.0166097035326047,0.0,3,20.04008016032064,-0.3006273572696963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1963568344509914,1.0765780427791416,1,0
874,广东 56,广东,广东 56\2016（13）\广东省财政厅转发财政部关于规范政府和社会资...(FBM-CLI.12.1159140).txt,广东省财政厅转发财政部关于规范政府和社会资...(FBM-CLI.12.1159140).txt,2016.0,11,11_绩效_综合信息 平台_综合信息_整改,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.25,1054,16,19,180.2656546489564,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,9.487666034155598,0.0,4,37.95066413662239,1.0,0,0.0,0.0,0,0.0,0.0,7,66.41366223908918,0.0,0,0.0,0.0,1,9.487666034155598,0.0,2,18.9753320683112,0.0,19,180.2656546489564,2.963136573371949,0.0,5,47.43833017077799,-0.2320871504825425,1.0,7,66.41366223908918,-0.9313519105835448,0.0,3,28.462998102466795,-0.0631099172182245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5998991707686208,-0.4088496594281039,1,0
875,广东 56,广东,广东 56\2016（13）\广州市发展改革委关于转发省发展改革委关于加...(FBM-CLI.14.5971199).txt,广州市发展改革委关于转发省发展改革委关于加...(FBM-CLI.14.5971199).txt,2016.0,15,15_改革 委员会_国家 发展_云南省_陕西省政府,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.5,505,3,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,39.6039603960396,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,-0.6018154382222797,0.0,2,39.6039603960396,-0.3698096670149556,0.0,0,0.0,-1.5572538546527988,1.0,0,0.0,-0.8657365712973513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.842959653296678,-0.9309333643217018,1,0
876,广东 56,广东,广东 56\2016（13）\广州市财政局关于印发《广州市关于深化预算管...(FBM-CLI.12.1244272).txt,广州市财政局关于印发《广州市关于深化预算管...(FBM-CLI.12.1244272).txt,2016.0,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.375,11892,272,11,9.249915909855364,0.0,4,3.3636057854019508,0.0,68,57.18129835183316,0.0,5,4.204507231752439,1.0,24,20.181634712411707,0.0,27,22.70433905146317,0.0,53,44.56777665657585,0.0,8,6.7272115708039015,0.0,93,78.20383451059536,0.0,7,5.886310124453414,0.0,8,6.7272115708039015,0.0,74,62.226707029936094,0.0,83,69.79482004709048,0.7784540568752045,0.0,56,47.09048099562732,-0.2382020857170201,1.0,154,129.4988227379751,-0.3368187487767591,0.0,89,74.84022872519341,1.2446792800465931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0678110741271417,0.223219481850938,1,0
877,广东 56,广东,广东 56\2016（13）\恩平市人民政府办公室关于印发恩平市整县推进...(FBM-CLI.14.8394538).txt,恩平市人民政府办公室关于印发恩平市整县推进...(FBM-CLI.14.8394538).txt,2016.0,5,5_住房_管廊_污水处理_城乡,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.625,3726,67,0,0.0,0.0,0,0.0,0.0,2,5.367686527106817,0.0,0,0.0,0.0,7,18.78690284487386,0.0,9,24.15458937198068,0.0,20,53.67686527106817,0.0,11,29.522275899087493,0.0,106,284.4873859366613,1.0,0,0.0,0.0,0,0.0,0.0,6,16.10305958132045,0.0,2,5.367686527106817,-0.4956635208219261,0.0,16,42.941492216854535,-0.3111382876205628,0.0,137,367.686527106817,1.907932439332024,1.0,6,16.10305958132045,-0.4116472028596704,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3670435436298451,0.395048982950597,1,0
878,广东 56,广东,广东 56\2016（13）\惠州市人民政府办公室关于印发《惠州市推广政...(FBM-CLI.12.1247795).txt,惠州市人民政府办公室关于印发《惠州市推广政...(FBM-CLI.12.1247795).txt,2016.0,23,23_风险_运用_承担_推广 运用,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.75,8021,159,4,4.986909362922328,0.0,0,0.0,0.0,25,31.16818351826456,0.0,5,6.233636703652911,0.0,17,21.1943647924199,0.0,62,77.2970951252961,0.0,46,57.34945767360679,0.0,61,76.05036778456552,0.0,117,145.8670988654781,1.0,1,1.246727340730582,0.0,21,26.181274155342223,0.0,9,11.22054606657524,0.0,29,36.15509288118688,0.1131913740690686,0.0,84,104.7250966213689,0.7749724939345422,0.0,224,279.2669243236504,1.0746400201218926,1.0,31,38.64854756264805,0.2241118804909288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6542679627085012,0.6912414648491212,1,0
879,广东 56,广东,广东 56\2016（13）\梅州市人民政府办公室关于印发梅兴华丰产业集...(FBM-CLI.14.5763271).txt,梅州市人民政府办公室关于印发梅兴华丰产业集...(FBM-CLI.14.5763271).txt,2016.0,5,5_住房_管廊_污水处理_城乡,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.75,6277,117,4,6.372470925601402,0.0,0,0.0,0.0,6,9.558706388402102,0.0,6,9.558706388402102,0.0,11,17.524295045403857,0.0,22,35.048590090807714,0.0,48,76.46965110721682,0.0,14,22.303648239604907,0.0,108,172.05671499123787,1.0,1,1.5931177314003504,0.0,2,3.186235462800701,0.0,18,28.67611916520631,0.0,10,15.931177314003504,-0.286758847308055,0.0,39,62.13159152461368,0.0262096861364918,0.0,170,270.8300143380596,0.9951280916438612,1.0,21,33.45547235940736,0.0776726136310853,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2448596434907659,0.366336797137146,1,0
880,广东 56,广东,广东 56\2016（13）\河源市人民政府办公室关于在公共服务领域推广...(FBM-CLI.14.1631369).txt,河源市人民政府办公室关于在公共服务领域推广...(FBM-CLI.14.1631369).txt,2016.0,21,21_目标 社会_合理_运用_平等,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,1.0,7219,143,10,13.852334118298934,0.0,0,0.0,0.0,14,19.393267765618507,0.0,11,15.237567530128828,0.0,16,22.16373458927829,0.0,24,33.24560188391744,0.0,19,26.31943482476797,0.0,35,48.48316941404627,1.0,76,105.2777392990719,0.0,7,9.696633882809254,0.0,12,16.62280094195872,0.0,12,16.62280094195872,0.0,24,33.245601883917445,0.0556529827230883,0.0,51,70.64690400332455,0.175902679618802,0.0,130,180.08034353788614,0.1398764241030478,1.0,31,42.9422357667267,0.345189378528635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.123810695481646,0.2203228274168283,1,0
881,广东 56,广东,广东 56\2016（13）\蕉岭县人民政府办公室关于印发蕉岭县整县推进...(FBM-CLI.14.8400565).txt,蕉岭县人民政府办公室关于印发蕉岭县整县推进...(FBM-CLI.14.8400565).txt,2016.0,5,5_住房_管廊_污水处理_城乡,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.625,3347,43,2,5.975500448162533,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,17.9265013444876,0.0,6,17.9265013444876,0.0,6,17.9265013444876,0.0,0,0.0,0.0,49,146.39976097998206,1.0,0,0.0,0.0,0,0.0,0.0,4,11.951000896325066,0.0,2,5.975500448162533,-0.4836433305934427,0.0,12,35.8530026889752,-0.4357487724793527,0.0,55,164.32626232446967,-0.0085946844921151,1.0,4,11.951000896325066,-0.528730897201385,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3093289291883035,-0.3243581180576176,1,0
882,广东 56,广东,广东 56\2017（7）\佛山市人民政府办公室关于在佛山市公共服务领...(FBM-CLI.12.4612177).txt,佛山市人民政府办公室关于在佛山市公共服务领...(FBM-CLI.12.4612177).txt,2017.0,21,21_目标 社会_合理_运用_平等,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,1.0,5800,121,3,5.172413793103448,0.0,0,0.0,0.0,11,18.96551724137931,0.0,4,6.896551724137931,0.0,11,18.96551724137931,0.0,33,56.896551724137936,0.0,11,18.96551724137931,0.0,41,70.6896551724138,1.0,73,125.86206896551724,0.0,7,12.06896551724138,0.0,16,27.58620689655172,0.0,11,18.96551724137931,0.0,14,24.13793103448276,-0.1244612469057239,0.0,48,82.75862068965517,0.3888178405737589,0.0,125,215.51724137931035,0.473844202764054,1.0,34,58.62068965517241,0.7873053123566477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2460669321440296,0.5499891185648202,1,0
883,广东 56,广东,广东 56\2017（7）\广东省教育厅、广东省科学技术厅、广东省经济...(FBM-CLI.14.7398215).txt,广东省教育厅、广东省科学技术厅、广东省经济...(FBM-CLI.14.7398215).txt,2017.0,13,13_申报_第四批_第三批_申报 筛选,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.75,1980,9,2,10.1010101010101,0.0,0,0.0,0.0,0,0.0,0.0,1,5.05050505050505,1.0,0,0.0,0.0,2,10.1010101010101,0.0,0,0.0,0.0,0,0.0,0.0,12,60.60606060606061,0.0,0,0.0,0.0,0,0.0,0.0,11,55.55555555555556,0.0,2,10.1010101010101,-0.4020568300234324,0.0,3,15.15151515151515,-0.7996658508915203,1.0,12,60.60606060606061,-0.9860844615367867,0.0,11,55.55555555555556,0.7008717498126479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7292690474839132,-0.3616261875385531,1,0
884,广东 56,广东,广东 56\2017（7）\广东省财政厅转发财政部关于印发《政府和社会...(FBM-CLI.12.1279714).txt,广东省财政厅转发财政部关于印发《政府和社会...(FBM-CLI.12.1279714).txt,2017.0,11,11_绩效_综合信息 平台_综合信息_整改,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.375,733,7,1,13.642564802182813,0.0,0,0.0,0.0,0,0.0,0.0,2,27.285129604365626,0.0,2,27.285129604365626,0.0,5,68.21282401091405,1.0,4,54.57025920873125,0.0,3,40.927694406548426,0.0,7,95.49795361527968,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,13.642564802182813,-0.3320186822647643,0.0,9,122.78308321964528,1.0924187505361156,1.0,14,190.9959072305593,0.2427479162857927,0.0,0,0.0,-0.8657365712973513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334382661519048,0.1564766985081856,1,0
885,广东 56,广东,广东 56\2017（7）\广州市人民政府办公厅关于印发广州市推进政府...(FBM-CLI.14.1271730).txt,广州市人民政府办公厅关于印发广州市推进政府...(FBM-CLI.14.1271730).txt,2017.0,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.5,6972,127,12,17.21170395869191,0.0,0,0.0,0.0,12,17.21170395869191,0.0,26,37.29202524383248,1.0,16,22.948938611589213,0.0,71,101.83591508892714,0.0,58,83.1899024670109,0.0,39,55.93803786574871,0.0,124,177.85427423981642,0.0,0,0.0,0.0,5,7.17154331612163,0.0,4,5.737234652897303,0.0,24,34.42340791738382,0.0789453952264597,0.0,113,162.07687894434883,1.7831750700509752,1.0,221,316.982214572576,1.4300800409259986,0.0,9,12.908777969018931,-0.5017225896280745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0974001687344777,0.9038441737829664,1,0
886,广东 56,广东,广东 56\2017（7）\深圳市人民政府办公厅关于印发深圳市开展政府...(FBM-CLI.12.1422132).txt,深圳市人民政府办公厅关于印发深圳市开展政府...(FBM-CLI.12.1422132).txt,2017.0,20,20_民间_民间 投资_企业_政务,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.25,4350,88,5,11.494252873563218,0.0,3,6.896551724137931,0.0,12,27.58620689655172,0.0,5,11.494252873563218,0.0,0,0.0,0.0,23,52.87356321839081,0.0,13,29.885057471264368,0.0,11,25.28735632183908,1.0,59,135.63218390804596,0.0,1,2.2988505747126435,0.0,9,20.6896551724138,0.0,13,29.885057471264368,0.0,20,45.97701149425287,0.3074306404759216,0.0,28,64.36781609195403,0.0655208858629566,0.0,83,190.80459770114945,0.2409449588469215,1.0,23,52.87356321839081,0.6252423825866479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2046321617285999,0.310569409098842,1,0
887,广东 56,广东,广东 56\2017（7）\深圳市罗湖区人民政府办公室关于印发《深圳市...(FBM-CLI.12.7819720).txt,深圳市罗湖区人民政府办公室关于印发《深圳市...(FBM-CLI.12.7819720).txt,2017.0,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.5,8494,166,2,2.354603249352484,0.0,0,0.0,0.0,9,10.595714622086176,0.0,5,5.88650812338121,1.0,6,7.063809748057452,0.0,91,107.13444784553803,0.0,44,51.80127148575465,0.0,57,67.10619260654579,0.0,191,224.86461031316225,0.0,0,0.0,0.0,25,29.43254061690605,0.0,21,24.72333411820108,0.0,11,12.950317871438662,-0.3457086283228864,0.0,102,120.08476571697668,1.0449842934507163,1.0,292,343.7720744054627,1.6825555826358116,0.0,46,54.15587473510713,0.6614022206488216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7939437492545472,1.1296473655784498,1,0
888,广东 56,广东,广东 56\2017（7）\福田区人民政府办公室关于印发《福田区政府与...(FBM-CLI.12.7811298).txt,福田区人民政府办公室关于印发《福田区政府与...(FBM-CLI.12.7811298).txt,2017.0,16,16_运营 移交_移交_特许_经营,项目识别与前端规范准入,B1,项目识别、筛选与入库,1.0,10699,230,2,1.869333582577811,0.0,0,0.0,0.0,10,9.346667912889057,0.0,14,13.085335078044675,1.0,4,3.738667165155622,0.0,97,90.66267875502383,0.0,40,37.38667165155622,0.0,62,57.949341059912136,0.0,218,203.7573605009814,0.0,0,0.0,0.0,24,22.43200299093373,0.0,22,20.56266940835592,0.0,12,11.216001495466866,-0.3800066462415052,0.0,115,107.48668099822412,0.8235191366043155,1.0,320,299.09337321244976,1.2614903229830017,0.0,46,42.994672399289655,0.3466680364969092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5683342711152707,0.8105591653614087,1,0
889,广东 56,广东,广东 56\2018（9）\佛山市南海区人民政府办公室关于在公共服务领...(FBM-CLI.12.7818657).txt,佛山市南海区人民政府办公室关于在公共服务领...(FBM-CLI.12.7818657).txt,2018.0,21,21_目标 社会_合理_运用_平等,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,1.0,5994,120,3,5.005005005005005,0.0,0,0.0,0.0,11,18.351685018351684,0.0,5,8.341675008341674,0.0,12,20.02002002002002,0.0,33,55.05505505505506,0.0,12,20.02002002002002,0.0,42,70.07007007007007,1.0,74,123.45679012345678,0.0,7,11.678345011678344,0.0,16,26.69336002669336,0.0,11,18.351685018351684,0.0,14,23.35669002335669,-0.1399111489937139,0.0,50,83.41675008341676,0.4003872761402367,0.0,128,213.54688021354687,0.455274937908124,1.0,34,56.72339005672339,0.7338034562624075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2385836883515489,0.5298218901035895,1,0
890,广东 56,广东,广东 56\2018（9）\广东省财政厅关于印发《广东省PPP项目库审核规...(FBM-CLI.12.1472482).txt,广东省财政厅关于印发《广东省PPP项目库审核规...(FBM-CLI.12.1472482).txt,2018.0,11,11_绩效_综合信息 平台_综合信息_整改,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.5,5060,125,16,31.6205533596838,0.0,0,0.0,0.0,4,7.905138339920948,0.0,26,51.38339920948616,0.0,13,25.69169960474308,0.0,44,86.95652173913044,1.0,7,13.83399209486166,0.0,13,25.69169960474308,0.0,39,77.07509881422925,0.0,0,0.0,0.0,1,1.976284584980237,0.0,8,15.810276679841897,0.0,20,39.52569169960474,0.1798486808166879,0.0,83,164.0316205533597,1.8175380043142588,1.0,59,116.600790513834,-0.4583736092013409,0.0,9,17.786561264822133,-0.3641742234320947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5130043586432019,0.3316633905602744,1,0
891,广东 56,广东,广东 56\2018（9）\深圳市人民政府办公厅关于印发《深圳市政府和...(FBM-CLI.14.1460841).txt,深圳市人民政府办公厅关于印发《深圳市政府和...(FBM-CLI.14.1460841).txt,2018.0,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.25,1880,34,0,0.0,0.0,1,5.319148936170213,0.0,0,0.0,0.0,1,5.319148936170213,0.0,0,0.0,0.0,6,31.914893617021274,1.0,0,0.0,0.0,1,5.319148936170213,0.0,19,101.06382978723406,0.0,0,0.0,0.0,0,0.0,0.0,4,21.27659574468085,0.0,1,5.319148936170213,-0.4966234051813974,0.0,7,37.234042553191486,-0.4114710971844308,1.0,20,106.38297872340426,-0.5546692816300117,0.0,4,21.27659574468085,-0.2657589164041601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4875879279986133,-0.4106330984062009,1,0
892,广东 56,广东,广东 56\2018（9）\深圳市光明新区管理委员会关于推广政府和社会...(FBM-CLI.14.7816628).txt,深圳市光明新区管理委员会关于推广政府和社会...(FBM-CLI.14.7816628).txt,2018.0,21,21_目标 社会_合理_运用_平等,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.75,3285,67,1,3.0441400304414006,0.0,0,0.0,0.0,12,36.529680365296805,0.0,5,15.220700152207002,0.0,14,42.6179604261796,0.0,28,85.2359208523592,0.0,16,48.70624048706241,0.0,10,30.441400304414003,1.0,48,146.11872146118722,0.0,0,0.0,0.0,2,6.088280060882801,0.0,3,9.1324200913242,0.0,13,39.5738203957382,0.1808004788307383,0.0,47,143.0745814307458,1.4491285150990274,0.0,74,225.26636225266364,0.5657227937327435,1.0,5,15.220700152207002,-0.4365288120891323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7318839292208364,0.5261074989142128,1,0
893,广东 56,广东,广东 56\2018（9）\深圳市发展和改革委员会、深圳市财政委员会关...(FBM-CLI.12.1464024).txt,深圳市发展和改革委员会、深圳市财政委员会关...(FBM-CLI.12.1464024).txt,2018.0,16,16_运营 移交_移交_特许_经营,项目识别与前端规范准入,B1,项目识别、筛选与入库,1.0,8832,142,9,10.190217391304348,0.0,0,0.0,0.0,12,13.58695652173913,0.0,13,14.719202898550725,1.0,9,10.190217391304348,0.0,76,86.05072463768116,0.0,12,13.58695652173913,0.0,47,53.21557971014493,0.0,173,195.8786231884058,0.0,1,1.1322463768115942,0.0,11,12.454710144927535,0.0,10,11.322463768115943,0.0,21,23.77717391304348,-0.1315956166129007,0.0,98,110.96014492753622,0.8845801034956057,1.0,232,262.6811594202899,0.9183308790973076,0.0,22,24.90942028985507,-0.1633170794953137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5571051219933375,0.5465313010325331,1,0
894,广东 56,广东,广东 56\2018（9）\潮州市人民政府关于印发《关于推进潮州市市直...(FBM-CLI.12.6005242).txt,潮州市人民政府关于印发《关于推进潮州市市直...(FBM-CLI.12.6005242).txt,2018.0,8,8_运用_推广 运用_运用 政府_领导小组,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.0,150,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,400.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,-0.6018154382222797,0.0,0,0.0,-1.0660184556248518,1.0,6,400.0,2.21246413991288,0.0,0,0.0,-0.8657365712973513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1815434153552494,0.0935697043302255,1,0
