序号,一级子文件夹,province,相对路径,文件名,year,topic,topic_name,topic_main_dimension,topic_secondary_code,topic_secondary_name,topic_match_strength,char_len,sentence_count,A1_cnt,A1_idx,A1_share,A2_cnt,A2_idx,A2_share,A3_cnt,A3_idx,A3_share,B1_cnt,B1_idx,B1_share,B2_cnt,B2_idx,B2_share,B3_cnt,B3_idx,B3_share,C1_cnt,C1_idx,C1_share,C2_cnt,C2_idx,C2_share,C3_cnt,C3_idx,C3_share,D1_cnt,D1_idx,D1_share,D2_cnt,D2_idx,D2_share,D3_cnt,D3_idx,D3_share,A_cnt,A_idx,z_A_idx,A_share,B_cnt,B_idx,z_B_idx,B_share,C_cnt,C_idx,z_C_idx,C_share,D_cnt,D_idx,z_D_idx,D_share,topic_0_share,topic_1_share,topic_2_share,topic_3_share,topic_4_share,topic_5_share,topic_6_share,topic_7_share,topic_8_share,topic_9_share,topic_10_share,topic_11_share,topic_12_share,topic_13_share,topic_14_share,topic_15_share,topic_16_share,topic_17_share,topic_18_share,topic_19_share,topic_20_share,topic_21_share,topic_22_share,topic_23_share,ppp_governance_capacity_index,ppp_norm_risk_index,text_observed,text_missing
1,黑龙江（30）,黑龙江,黑龙江（30）\2015年（5）\黑龙江省人民政府办公厅关于建立黑龙江省推进...(FBM-CLI.14.1089403).txt,黑龙江省人民政府办公厅关于建立黑龙江省推进...(FBM-CLI.14.1089403).txt,2015.0,19,19_副局长_主任_领导小组_局长,项目识别与前端规范准入,B3,实施方案设计与审批程序,0.25,1028,15,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,38.91050583657588,1.0,0,0.0,0.0,1,9.72762645914397,0.0,11,107.00389105058366,0.0,0,0.0,0.0,0,0.0,0.0,3,29.182879377431902,0.0,0,0.0,-0.6018154382222797,0.0,4,38.91050583657588,-0.3820000932746618,1.0,12,116.73151750972764,-0.4571415994293515,0.0,3,29.182879377431902,-0.0428100212979354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4803190436420976,-0.2939839046673163,1,0
2,黑龙江（30）,黑龙江,黑龙江（30）\2015年（5）\黑龙江省人民政府办公厅关于转发省财政厅省发...(FBM-CLI.14.1125876).txt,黑龙江省人民政府办公厅关于转发省财政厅省发...(FBM-CLI.14.1125876).txt,2015.0,21,21_目标 社会_合理_运用_平等,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,1.0,6099,99,15,24.59419576979833,0.0,2,3.279226102639777,0.0,10,16.396130513198884,0.0,14,22.95458271847844,0.0,7,11.47729135923922,0.0,16,26.233808821118217,0.0,12,19.675356615838663,0.0,23,37.71110018035744,1.0,72,118.05213969503195,0.0,2,3.279226102639777,0.0,6,9.837678307919331,0.0,14,22.95458271847844,0.0,27,44.26955238563699,0.27366375462166,0.0,37,60.66568289883588,0.0004400798052114,0.0,107,175.43859649122803,0.0961312306830251,1.0,22,36.07148712903755,0.1514414827435729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1234116883699655,0.0826709310772698,1,0
3,黑龙江（30）,黑龙江,黑龙江（30）\2015年（5）\黑龙江省发展和改革委员会关于印发政府和社会...(FBM-CLI.12.1166544).txt,黑龙江省发展和改革委员会关于印发政府和社会...(FBM-CLI.12.1166544).txt,2015.0,1,1_证券化_资产 证券化_国家 发展_证券,采购交易、合同安排与执行绩效,C1,社会资本采购与竞争配置,0.125,2716,36,0,0.0,0.0,0,0.0,0.0,3,11.045655375552284,0.0,1,3.681885125184094,0.0,0,0.0,0.0,6,22.091310751104565,0.0,6,22.091310751104565,1.0,2,7.363770250368188,0.0,32,117.820324005891,0.0,0,0.0,0.0,0,0.0,0.0,10,36.81885125184094,0.0,3,11.045655375552284,-0.3833754285203001,0.0,7,25.77319587628866,-0.6129444372640301,0.0,40,147.27540500736376,-0.1692869936197801,1.0,10,36.81885125184094,0.1725163661098645,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3885356198013701,-0.2032383549246486,1,0
4,黑龙江（30）,黑龙江,黑龙江（30）\2015年（5）\黑龙江省发展和改革委员会关于推广运用政府和...(FBM-CLI.12.7798317).txt,黑龙江省发展和改革委员会关于推广运用政府和...(FBM-CLI.12.7798317).txt,2015.0,23,23_风险_运用_承担_推广 运用,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,1.0,14212,343,0,0.0,0.0,0,0.0,0.0,19,13.36898395721925,0.0,3,2.110892203771461,0.0,0,0.0,0.0,19,13.36898395721925,0.0,14,9.850830284266817,0.0,270,189.98029833943147,0.0,215,151.28060793695468,1.0,0,0.0,0.0,127,89.36110329299184,0.0,27,18.998029833943143,0.0,19,13.36898395721925,-0.337429045017923,0.0,22,15.47987616099071,-0.7938935034205192,0.0,499,351.11173656065296,1.7517267238869452,1.0,154,108.359133126935,2.189877181951254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2068013918161676,1.0492368008058934,1,0
5,黑龙江（30）,黑龙江,黑龙江（30）\2015年（5）\黑龙江省发展改革委关于推广运用政府和社会资...(FBM-CLI.12.2474502).txt,黑龙江省发展改革委关于推广运用政府和社会资...(FBM-CLI.12.2474502).txt,2015.0,23,23_风险_运用_承担_推广 运用,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,1.0,2758,53,0,0.0,0.0,0,0.0,0.0,10,36.25815808556926,0.0,3,10.877447425670775,0.0,0,0.0,0.0,17,61.63886874546773,0.0,9,32.63234227701233,0.0,17,61.63886874546773,0.0,50,181.29079042784625,1.0,0,0.0,0.0,9,32.63234227701233,0.0,2,7.25163161711385,0.0,10,36.25815808556926,0.1152296020854027,0.0,20,72.51631617113851,0.2087655844331526,0.0,76,275.5620014503263,1.039723734061773,1.0,11,39.88397389412618,0.2589496055691455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4545729735267761,0.5024796413546905,1,0
6,黑龙江（30）,黑龙江,黑龙江（30）\2016年（10）\伊春市人民政府办公室关于印发伊春市推广运用...(FBM-CLI.12.1199875).txt,伊春市人民政府办公室关于印发伊春市推广运用...(FBM-CLI.12.1199875).txt,2016.0,21,21_目标 社会_合理_运用_平等,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,1.0,4338,76,4,9.220839096357768,0.0,1,2.305209774089442,0.0,8,18.441678192715536,0.0,8,18.441678192715536,0.0,8,18.441678192715536,0.0,20,46.10419548178884,0.0,6,13.831258644536652,0.0,19,43.7989857076994,1.0,62,142.92300599354542,0.0,1,2.305209774089442,0.0,6,13.831258644536652,0.0,12,27.662517289073307,0.0,13,29.967727063162744,-0.0091706047692681,0.0,36,82.9875518672199,0.3928422839933952,0.0,87,200.55325034578144,0.3328191370900208,1.0,19,43.7989857076994,0.3693488270881252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2388302721047159,0.3650034160571804,1,0
7,黑龙江（30）,黑龙江,黑龙江（30）\2016年（10）\哈尔滨市人民政府关于推广运用政府和社会资本...(FBM-CLI.12.2341135).txt,哈尔滨市人民政府关于推广运用政府和社会资本...(FBM-CLI.12.2341135).txt,2016.0,21,21_目标 社会_合理_运用_平等,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,1.0,5401,84,3,5.5545269394556565,0.0,0,0.0,0.0,16,29.62414367709684,0.0,11,20.36659877800407,0.0,9,16.66358081836697,0.0,35,64.80281429364932,0.0,23,42.5847065358267,0.0,27,49.99074245510091,1.0,93,172.19033512312535,0.0,1,1.851508979818552,0.0,5,9.25754489909276,0.0,17,31.47565265691539,0.0,19,35.178670616552495,0.0938815475618932,0.0,55,101.83299389002036,0.7241314336215717,0.0,143,264.76578411405296,0.9379769971472942,1.0,23,42.58470653582671,0.3351074297016113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5853299927769197,0.6657386201568257,1,0
8,黑龙江（30）,黑龙江,黑龙江（30）\2016年（10）\哈尔滨市财政局关于印发哈尔滨市PPP项目管理暂...(FBM-CLI.12.2474412).txt,哈尔滨市财政局关于印发哈尔滨市PPP项目管理暂...(FBM-CLI.12.2474412).txt,2016.0,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,1.0,7513,166,2,2.662052442433116,0.0,0,0.0,0.0,13,17.303340875815255,0.0,7,9.317183548515906,1.0,17,22.62744576068149,0.0,63,83.85465193664315,0.0,41,54.57207506987888,0.0,105,139.7577532277386,0.0,112,149.0749367762545,0.0,1,1.331026221216558,0.0,42,55.90310129109544,0.0,27,35.937707972847065,0.0,15,19.96539331824837,-0.2069777792640896,0.0,87,115.79928124584056,0.969648596656247,1.0,258,343.404765073872,1.6790939511436382,0.0,70,93.17183548515906,1.7616113384572063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8139215895119319,1.4701179620856972,1,0
9,黑龙江（30）,黑龙江,黑龙江（30）\2016年（10）\哈尔滨市财政局关于征集政府和社会资本合作(...(FBM-CLI.14.2474408).txt,哈尔滨市财政局关于征集政府和社会资本合作(...(FBM-CLI.14.2474408).txt,2016.0,22,22_运用_推广 运用_运用 政府_相对,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.625,1057,12,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,18.92147587511825,0.0,0,0.0,0.0,1,9.460737937559127,0.0,0,0.0,0.0,1,9.460737937559127,1.0,11,104.06811731315044,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,-0.6018154382222797,0.0,3,28.382213812677385,-0.5670798015359243,0.0,12,113.52885525070955,-0.4873244333001934,1.0,0,0.0,-0.8657365712973513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5520732243527992,-0.640046935377823,1,0
10,黑龙江（30）,黑龙江,黑龙江（30）\2016年（10）\鹤岗市人民政府办公室关于转发鹤岗市推广运用...(FBM-CLI.12.1267466).txt,鹤岗市人民政府办公室关于转发鹤岗市推广运用...(FBM-CLI.12.1267466).txt,2016.0,21,21_目标 社会_合理_运用_平等,采购交易、合同安排与执行绩效,C2,合同设计、权责配置与收益安排,0.5,6137,126,5,8.147303242626691,0.0,1,1.6294606485253382,0.0,14,22.81244907935473,0.0,11,17.924067133778717,0.0,5,8.147303242626691,0.0,47,76.5846504806909,0.0,9,14.665145836728042,0.0,25,40.736516213133456,1.0,91,148.28091901580578,0.0,0,0.0,0.0,19,30.959752321981423,0.0,17,27.700831024930743,0.0,20,32.589212970506765,0.0426721684808613,0.0,63,102.65602085709632,0.7385996484670375,0.0,125,203.68258106566728,0.3623108729042726,1.0,36,58.660583346912176,0.7884302725665553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3811942299507238,0.6297802646459552,1,0
11,黑龙江（30）,黑龙江,黑龙江（30）\2016年（10）\黑龙江省人民政府办公厅关于切实做好政府和社...(FBM-CLI.12.1217638).txt,黑龙江省人民政府办公厅关于切实做好政府和社...(FBM-CLI.12.1217638).txt,2016.0,1,1_证券化_资产 证券化_国家 发展_证券,采购交易、合同安排与执行绩效,C1,社会资本采购与竞争配置,0.375,1667,18,4,23.99520095980804,0.0,0,0.0,0.0,2,11.99760047990402,0.0,4,23.99520095980804,0.0,2,11.99760047990402,0.0,3,17.99640071985603,0.0,7,41.99160167966407,1.0,6,35.99280143971206,0.0,11,65.9868026394721,0.0,0,0.0,0.0,0,0.0,0.0,4,23.99520095980804,0.0,6,35.99280143971205,0.1099818819343805,0.0,9,53.98920215956808,-0.1169275905282777,0.0,24,143.9712057588482,-0.2004267420316787,1.0,4,23.99520095980804,-0.1890971044711969,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0691241502085252,-0.1688171456770511,1,0
12,黑龙江（30）,黑龙江,黑龙江（30）\2016年（10）\黑龙江省住房和城乡建设厅关于采取PPP模式建设...(FBM-CLI.12.1261957).txt,黑龙江省住房和城乡建设厅关于采取PPP模式建设...(FBM-CLI.12.1261957).txt,2016.0,5,5_住房_管廊_污水处理_城乡,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.375,2247,41,41,182.4655095683133,0.0,2,8.900756564307965,0.0,3,13.35113484646195,0.0,0,0.0,0.0,2,8.900756564307965,0.0,5,22.251891410769915,0.0,6,26.7022696929239,0.0,1,4.450378282153983,0.0,55,244.77080551846907,1.0,0,0.0,0.0,0,0.0,0.0,14,62.30529595015576,0.0,46,204.7174009790832,3.4466968080507527,0.0,7,31.15264797507788,-0.5183775860796842,0.0,62,275.92345349354696,1.0431301647405269,1.0,14,62.30529595015576,0.8912073402278813,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3238164622371984,0.4719866396295746,1,0
13,黑龙江（30）,黑龙江,黑龙江（30）\2016年（10）\黑龙江省科学技术厅关于转发“关于组织开展第...(FBM-CLI.14.5788958).txt,黑龙江省科学技术厅关于转发“关于组织开展第...(FBM-CLI.14.5788958).txt,2016.0,13,13_申报_第四批_第三批_申报 筛选,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.375,448,3,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,-0.6018154382222797,0.0,0,0.0,-1.0660184556248518,1.0,0,0.0,-1.5572538546527988,0.0,0,0.0,-0.8657365712973513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0750292494999767,-1.1630029605250007,1,0
14,黑龙江（30）,黑龙江,黑龙江（30）\2016年（10）\黑龙江省财政厅、黑龙江省发展和改革委员会关...(FBM-CLI.12.1233147).txt,黑龙江省财政厅、黑龙江省发展和改革委员会关...(FBM-CLI.12.1233147).txt,2016.0,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.875,2123,38,4,18.841262364578427,0.0,1,4.710315591144607,0.0,10,47.10315591144607,0.0,0,0.0,0.0,1,4.710315591144607,1.0,4,18.841262364578427,0.0,9,42.39284032030146,0.0,1,4.710315591144607,0.0,7,32.972209138012246,0.0,0,0.0,0.0,2,9.420631182289211,0.0,7,32.972209138012246,0.0,15,70.6547338671691,0.7954598004743205,0.0,5,23.55157795572304,-0.6519988627751137,1.0,17,80.07536504945831,-0.8025999932819021,0.0,9,42.39284032030146,0.3296970039255401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.219713018527565,-0.3749672840438252,1,0
15,黑龙江（30）,黑龙江,黑龙江（30）\2016年（10）\黑龙江省财政厅关于印发《黑龙江省普惠金融发...(FBM-CLI.12.7531491).txt,黑龙江省财政厅关于印发《黑龙江省普惠金融发...(FBM-CLI.12.7531491).txt,2016.0,6,6_奖励_普惠_奖代补_普惠 金融,数字治理接口与数据协同,A3,信息公开与透明协同,0.625,8591,133,14,16.296123850541264,0.0,1,1.1640088464672331,0.0,9,10.476079618205098,1.0,1,1.1640088464672331,0.0,6,6.984053078803399,0.0,26,30.26423000814806,0.0,10,11.640088464672331,0.0,10,11.640088464672331,0.0,45,52.3803980910255,0.0,1,1.1640088464672331,0.0,1,1.1640088464672331,0.0,14,16.296123850541264,0.0,24,27.936212315213595,-0.0493460480692577,1.0,33,38.41229193341869,-0.3907583309488001,0.0,65,75.66057502037016,-0.844206276819109,0.0,16,18.62414154347573,-0.3405553392176402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4281035519457223,-0.5251733156618498,1,0
16,黑龙江（30）,黑龙江,黑龙江（30）\2017年（4）\哈尔滨市财政局关于印发哈尔滨市PPP项目库管理...(FBM-CLI.12.2474819).txt,哈尔滨市财政局关于印发哈尔滨市PPP项目库管理...(FBM-CLI.12.2474819).txt,2017.0,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.625,1289,22,0,0.0,0.0,1,7.757951900698216,0.0,0,0.0,0.0,13,100.8533747090768,1.0,3,23.273855702094647,0.0,7,54.30566330488751,0.0,0,0.0,0.0,1,7.757951900698216,0.0,27,209.4647013188518,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,7.757951900698216,-0.448393388480729,0.0,23,178.43289371605897,2.0707019011260965,1.0,28,217.22265321955,0.4899165070197961,0.0,0,0.0,-0.8657365712973513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7040750065550546,0.5649606122828471,1,0
17,黑龙江（30）,黑龙江,黑龙江（30）\2017年（4）\黑河市人民政府办公室关于印发《黑河市人民政...(FBM-CLI.12.1281665).txt,黑河市人民政府办公室关于印发《黑河市人民政...(FBM-CLI.12.1281665).txt,2017.0,10,10_债务_预算_基金_政府 债务,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.25,2496,46,1,4.006410256410256,0.0,1,4.006410256410256,0.0,1,4.006410256410256,0.0,0,0.0,1.0,8,32.05128205128205,0.0,1,4.006410256410256,0.0,0,0.0,0.0,10,40.06410256410256,0.0,6,24.03846153846154,0.0,2,8.012820512820513,0.0,11,44.07051282051282,0.0,3,12.01923076923077,0.0,3,12.01923076923077,-0.3641219020241321,0.0,9,36.05769230769231,-0.4321504780142792,1.0,16,64.1025641025641,-0.9531323811647092,0.0,16,64.1025641025641,0.9418884145988016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5831349204010401,-0.1477981481933955,1,0
18,黑龙江（30）,黑龙江,黑龙江（30）\2017年（4）\黑龙江省公共服务领域政府和社会资本合作(PPP)操...(FBM-CLI.12.1294505).txt,黑龙江省公共服务领域政府和社会资本合作(PPP)操...(FBM-CLI.12.1294505).txt,2017.0,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.75,16457,263,31,18.83696907091208,0.0,0,0.0,0.0,109,66.23321382998117,0.0,11,6.684085799355897,1.0,57,34.635717323935104,0.0,178,108.16066111684997,0.0,145,88.10840371878228,0.0,103,62.58734884851431,0.0,238,144.6193109315185,0.0,1,0.6076441635778088,0.0,28,17.014036580178647,0.0,17,10.32995078082275,0.0,140,85.07018290089324,1.0805411939925975,0.0,246,149.48046424014098,1.561739270844353,1.0,486,295.3150634988151,1.2258824176916747,0.0,46,27.95163152457921,-0.0775299176672369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2893876275095415,0.9033639236229304,1,0
19,黑龙江（30）,黑龙江,黑龙江（30）\2017年（4）\黑龙江省财政厅、黑龙江省发展和改革委员会关...(FBM-CLI.12.1462487).txt,黑龙江省财政厅、黑龙江省发展和改革委员会关...(FBM-CLI.12.1462487).txt,2017.0,9,9_专家_机构_咨询服务_咨询服务 机构,项目识别与前端规范准入,B2,财政承受能力与物有所值论证,0.875,656,7,0,0.0,0.0,0,0.0,0.0,1,15.24390243902439,0.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,4,60.97560975609756,0.0,1,15.24390243902439,0.0,1,15.24390243902439,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,15.24390243902439,-0.3003504654831657,0.0,0,0.0,-1.0660184556248518,1.0,6,91.46341463414636,-0.6952756546758904,0.0,0,0.0,-0.8657365712973513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6872148585946359,-0.8756768938660312,1,0
20,黑龙江（30）,黑龙江,黑龙江（30）\2018年（2）\双鸭山市人民政府办公室关于印发双鸭山市政府...(FBM-CLI.14.6560392).txt,双鸭山市人民政府办公室关于印发双鸭山市政府...(FBM-CLI.14.6560392).txt,2018.0,23,23_风险_运用_承担_推广 运用,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.875,5676,83,7,12.33262861169838,0.0,2,3.5236081747709656,0.0,12,21.1416490486258,0.0,0,0.0,0.0,0,0.0,0.0,13,22.90345313601128,0.0,59,103.94644115574349,0.0,17,29.95066948555321,0.0,55,96.89922480620154,1.0,1,1.7618040873854828,0.0,0,0.0,0.0,5,8.809020436927414,0.0,21,36.99788583509514,0.129858533668847,0.0,13,22.90345313601128,-0.6633924252140018,0.0,131,230.79633544749825,0.6178388923878282,1.0,6,10.570824524312895,-0.5676504214032712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0281016669475578,-0.2044013180764815,1,0
21,黑龙江（30）,黑龙江,黑龙江（30）\2018年（2）\黑龙江省财政厅关于印发黑龙江省公共服务领域...(FBM-CLI.14.1526337).txt,黑龙江省财政厅关于印发黑龙江省公共服务领域...(FBM-CLI.14.1526337).txt,2018.0,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.875,14574,261,27,18.5261424454508,0.0,0,0.0,0.0,52,35.67997804309044,0.0,15,10.292301358583778,1.0,52,35.67997804309044,0.0,131,89.88609853163166,0.0,125,85.76917798819815,0.0,93,63.81226842321944,0.0,174,119.39069575957184,0.0,1,0.6861534239055852,0.0,26,17.839989021545218,0.0,14,9.606147934678194,0.0,79,54.20612048854124,0.470170341058072,0.0,198,135.85837793330586,1.3222729116423195,1.0,392,268.9721421709894,0.9776189562943433,0.0,41,28.132290380129,-0.0724355276722797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9233540696649116,0.7424854467547943,1,0
22,黑龙江（30）,黑龙江,黑龙江（30）\2019年（2）\黑龙江省人民政府办公厅关于印发黑龙江省推广...(FBM-CLI.14.1524063).txt,黑龙江省人民政府办公厅关于印发黑龙江省推广...(FBM-CLI.14.1524063).txt,2019.0,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.5,2235,45,0,0.0,0.0,1,4.47427293064877,0.0,9,40.26845637583893,0.0,1,4.47427293064877,1.0,3,13.422818791946307,0.0,15,67.11409395973155,0.0,22,98.43400447427294,0.0,9,40.26845637583893,0.0,37,165.54809843400446,0.0,0,0.0,0.0,1,4.47427293064877,0.0,2,8.94854586129754,0.0,10,44.7427293064877,0.2830213497726144,0.0,19,85.01118568232663,0.4284162930802834,1.0,68,304.2505592841163,1.310093165822214,0.0,3,13.422818791946307,-0.4872271782774857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.673843602891704,0.4170940935416706,1,0
23,黑龙江（30）,黑龙江,黑龙江（30）\2019年（2）\黑龙江省财政厅关于印发《黑龙江省公共服务领...(FBM-CLI.14.1526335).txt,黑龙江省财政厅关于印发《黑龙江省公共服务领...(FBM-CLI.14.1526335).txt,2019.0,14,14_行业_行业 主管部门_物有所值_采购,项目识别与前端规范准入,B1,项目识别、筛选与入库,0.875,11334,226,19,16.76371978118934,0.0,0,0.0,0.0,51,44.99735309687666,0.0,17,14.999117698958884,1.0,46,40.58584789130051,0.0,124,109.40532909828832,0.0,117,103.22922181048172,0.0,83,73.23098641256396,0.0,157,138.5212634550909,0.0,2,1.7646020822304571,0.0,25,22.057526027880712,0.0,15,13.234515616728428,0.0,70,61.761072878066,0.6195778517177343,0.0,187,164.99029468854772,1.834390797612114,1.0,357,314.9814716781366,1.4112244496968291,0.0,42,37.0566437268396,0.1792218641704087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.288397699675559,1.1416123704931171,1,0
24,黑龙江（30）,黑龙江,黑龙江（30）\2020年（1）\齐齐哈尔市发展和改革委员会、齐齐哈尔市财政...(FBM-CLI.14.3990285).txt,齐齐哈尔市发展和改革委员会、齐齐哈尔市财政...(FBM-CLI.14.3990285).txt,2020.0,15,15_改革 委员会_国家 发展_云南省_陕西省政府,采购交易、合同安排与执行绩效,C3,项目执行、绩效评价与运营维护,0.125,270,2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,37.03703703703704,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,-0.6018154382222797,0.0,0,0.0,-1.0660184556248518,0.0,1,37.03703703703704,-1.2082058921930137,1.0,0,0.0,-0.8657365712973513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9586799286800484,-1.0466536397050723,1,0
