outcome,n,coef_treat_share,p_treat_share,coef_text_missing,p_text_missing,coef_treat_share_x_text_missing,p_treat_share_x_text_missing,r2
exec_share,262,0.3735918438738468,8.413019174044562e-05,0.016799881515065937,0.7260150418909159,-0.09494540508471018,0.11988010785399142,0.8400826022327226
proc_share,262,-0.41856347743043654,1.1176471862691738e-05,-0.016890862837391635,0.7056243868000024,0.08762980364864452,0.12505382626765416,0.8442282355003501
ppp_quality_zindex,262,0.5384956147020425,0.24274621660554463,0.03177512795481385,0.7626767298876287,-0.13271706083881232,0.33218386571958547,0.595057389493895
