outcome,n,coef_treat_share,p_treat_share,coef_text_missing,p_text_missing,r2
exec_share,262,0.3664067491342659,0.000368912690382918,-0.016860146069837982,0.6099523367469526,0.8389858499948007
proc_share,262,-0.4119319986278005,8.12528310402881e-05,0.014175639069060861,0.6461116238938565,0.8433093642733336
ppp_quality_zindex,262,0.5284521096495554,0.24345904395837992,-0.015275700095646138,0.8222611098483104,0.5938772575797123
