outcome,n,coef_treat_share,p_treat_share,coef_text_missing_dummy,p_text_missing_dummy,r2
exec_share,262,0.3664067491342882,0.0003689126903726411,-0.016860146069839918,0.6099523367469042,0.8389858499948006
proc_share,262,-0.41193199862782415,8.1252831038464e-05,0.014175639069063021,0.646111623893798,0.8433093642733336
ppp_quality_zindex,262,0.5284521096495346,0.24345904395726148,-0.015275700095644548,0.8222611098483328,0.5938772575797125
